#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|PS|PS_z                7655.068474274185     All      0.4666423513460897         -0.03311951804683133       0.6787718403046039         -0.13249841279191868      
Zeropoint     AB|PS|PS_i                6660.960099692898     All      1.1450381905607188         -0.02012270747684397       1.0130210585239663         -0.33432475994129623      
Zeropoint     AB|PS|PS_r                5499.396414995184     All      0.13824296179976472        0.20219053145176247        -2.1045505433899603        -0.07308659765225631      
Zeropoint     AB|PS|PS_g                4330.4648760420705    All      -0.7530791746683119        0.8501184972185882         0.41806465624047995        0.5408705308768228        
Check         All|All|All               All                   All      0.9968443290382616         0.9990668031466754         0.005307011679089868       0.00096076049135152       
Lambda        AB|PS|PS_z                7655.068474274185     All      3.881018974133285e-07      -4.3199142605188166e-06    -7.474765381495824e-05     -4.869200237974406e-06    
Lambda        AB|PS|PS_i                6660.960099692898     All      -0.00023259623409946085    8.657795419518747e-06      -7.837220810622328e-05     7.508698273890132e-05     
Lambda        AB|PS|PS_r                5499.396414995184     All      4.569052556911728e-06      4.389762922893802e-05      -0.00023225434695599544    2.4461664948061617e-06    
Lambda        AB|PS|PS_g                4330.4648760420705    All      -0.00035432518476831746    0.00017153354969959042     -0.001837792845154227      8.927723605269666e-05     
MWEBV         All|All|All               All                   All      -0.5594767006940784        -3.5490569295811625        0.07187057639392869        -0.9705973810817968       
Redshift      All|All|All               All                   All      1.5633174744465792         1.7490316063092592         6.083000258414417          0.3319495658845132        
