#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_z                7744.437868279168     All      0.42931783631302545        -0.030368616357279166      0.19894903991787838       -0.14085681895816132      
Zeropoint     AB|PS|PS_g                4381.021056307778     All      -0.8610156384913427        0.7827117831149977         0.1151351796850858        0.5405540525156994        
Zeropoint     AB|PS|PS_i                6738.723736896335     All      0.9415740526006076         -0.2779673811254213        -0.0777717517005061       -0.4007153627716607       
Zeropoint     AB|PS|PS_r                5563.5993318799865    All      0.4867553006251764         0.5239917653543813         -0.23094251389371157      0.0018232378911291203     
Check         All|All|All               All                   All      0.9966315510474667         0.9983675509866785         0.005369954008746514      0.000805108677006533      
Lambda        AB|PS|PS_z                7744.437868279168     All      -0.00012481811183501386    -2.9339173731488378e-05    0.00019585031423907214    3.984053132061185e-05     
Lambda        AB|PS|PS_g                4381.021056307778     All      -0.00041824298025311266    0.00033207628587137545     -0.0002422781872255793    0.00023359190699497842    
Lambda        AB|PS|PS_i                6738.723736896335     All      -0.000635372616755662      8.872999424701965e-05      -0.0009213227143543361    0.00019474964141242266    
Lambda        AB|PS|PS_r                5563.5993318799865    All      -7.797686719909861e-05     0.00010890898907095137     -0.0008258544980214731    2.4020778515018944e-05    
MWEBV         All|All|All               All                   All      -0.5664194661740019        -3.5995770012668515        0.048055849805556106      -0.9858546852343611       
Redshift      All|All|All               All                   All      4.81600608267461           0.04269814765578417        3.4937998966297816        -1.3989111886581584       
