#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_z                6198.754356228015     All      0.6773466006647473         0.0690272226892219         -0.06550170508343722      -0.20107267477913887       
Zeropoint     AB|PS|PS_r                4453.181261361391     All      -0.29597563195228843       0.2514507816959721         -2.506385361276253        0.06646632545713807        
Zeropoint     AB|PS|PS_g                3506.6293796154923    All      -0.6764153109791033        0.2897282619713337         0.4737982943305963        0.335848188688511          
Zeropoint     AB|PS|PS_i                5393.766962815735     All      1.2912601172649918         0.3882224987556526         2.1044968817214516        -0.20023503117703595       
Check         All|All|All               All                   All      0.9962157749983473         0.9984287651121804         0.006408109692357389      0.0010068081894742675      
Lambda        AB|PS|PS_z                6198.754356228015     All      -0.00022514382967117277    -5.341266599629204e-05     -0.0006091040727983659    2.87569725412067e-05       
Lambda        AB|PS|PS_r                4453.181261361391     All      -0.00023045925570418452    -0.00019101492074743312    -0.0017287420767853805    -6.429750148626897e-05     
Lambda        AB|PS|PS_g                3506.6293796154923    All      -0.0009046570081612988     0.00034169191746802135     0.00018102617044303987    0.000414055215302937       
Lambda        AB|PS|PS_i                5393.766962815735     All      0.0001929188132561435      5.921151467800527e-05      0.00032942708906489075    -2.8852048005292576e-05    
MWEBV         All|All|All               All                   All      -0.47526910361468033       -2.544997129237636         0.3654444187001227        -0.6578704039938238        
Redshift      All|All|All               All                   All      2.7236869033636046         -0.33424034845399575       -9.506372343793945        -1.4202932452499581        
