#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5431.268762969626     All      2.3389320574147967        0.2761712540898298         0.05535546210242437       -0.6694387964224543        
Zeropoint     VEGAHST|UVOT|UVOT_u       3487.5630301277333    All      -0.5744447163217123       0.21489422820339943        0.1625598458484867        0.26436796202161383        
Zeropoint     VEGAHST|UVOT|UVOT_b       4371.567866049812     All      -0.7269977889221073       0.48715386874538247        -0.3202106137579541       0.38119961028750815        
Check         All|All|All               All                   All      1.037489552170977         0.9782193510386117         -0.10229530580704305      -0.023871224113332312      
Lambda        VEGAHST|UVOT|UVOT_v       5431.268762969626     All      0.0006622424081599794     -0.00019956113958153506    -0.003222495535415212     -0.00042452294335289855    
Lambda        VEGAHST|UVOT|UVOT_u       3487.5630301277333    All      -0.000384297075522463     9.561670847234854e-05      -0.0003791039034755884    0.0001394060420907674      
Lambda        VEGAHST|UVOT|UVOT_b       4371.567866049812     All      -4.592373289032467e-05    -8.99148430720921e-05      -0.0011861409320328574    -6.72613738991104e-05      
MWEBV         All|All|All               All                   All      -1.3619960413404066       -3.9688386398038844        0.05891434640097337       -0.8465053201975714        
Redshift      All|All|All               All                   All      0.7138901214292955        0.6433227035277822         6.888115350144197         0.28439882249779863        
