#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3478.4939053248922    All      -0.6600080155327466       0.1685007762611157         -0.09445191526440411       0.265657615440599          
Zeropoint     VEGAHST|UVOT|UVOT_b       4360.1999583679135    All      -0.2825677804769696       0.4778194023753013         -0.3674211770874791        0.23128680182126587        
Zeropoint     VEGAHST|UVOT|UVOT_v       5417.145189051783     All      1.938139172965866         0.3522829394936533         0.4610915853576536         -0.49598914862482546       
Check         All|All|All               All                   All      0.9955633769561498        0.9986031181300703         -0.0007815069942296304     0.0009552686370394303      
Lambda        VEGAHST|UVOT|UVOT_u       3478.4939053248922    All      0.00029152931468119804    -0.0001099937065272312     -0.00026979543415281117    -0.00014282898882324573    
Lambda        VEGAHST|UVOT|UVOT_b       4360.1999583679135    All      -0.0004419587641231632    -0.00012691348081953727    -0.0018670633561299337     1.9302150981701953e-05     
Lambda        VEGAHST|UVOT|UVOT_v       5417.145189051783     All      0.0007877801953608169     3.4066363418109823e-05     -0.0019131402390035004     -0.00033088405364370903    
MWEBV         All|All|All               All                   All      -1.612386559915083        -3.924615439468937         -0.008775218257728312      -0.7535606138290434        
Redshift      All|All|All               All                   All      1.9789920125611742        0.8410056501637619         10.682564337843203         0.10603418628244513        
