#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4288.257004996025     All      0.16408103161476645       0.4638313660453086         1.036799146381818         0.14390612947389292        
Zeropoint     VEGAHST|UVOT|UVOT_u       3421.0990318730655    All      -0.9151894565961913       0.1498048273571584         -0.6984642381888593       0.31573442453468276        
Zeropoint     VEGAHST|UVOT|UVOT_v       5327.762723232353     All      1.7406320773247659        0.38487933329545143        -0.3604289665582131       -0.457697561057912         
Check         All|All|All               All                   All      0.989523652343341         0.9985155266979184         -0.022094058365254354     0.0019429929506636912      
Lambda        VEGAHST|UVOT|UVOT_b       4288.257004996025     All      -5.141891062340955e-05    6.457110973015061e-06      -0.0009032000778863038    -2.1453546929641377e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3421.0990318730655    All      -0.0008458180854733096    -0.00018045619796429124    -0.004085686310514547     3.4404841357825814e-05     
Lambda        VEGAHST|UVOT|UVOT_v       5327.762723232353     All      0.0008189924798167283     0.00017474399687230282     0.0008702940955888819     -0.00017101569767060217    
MWEBV         All|All|All               All                   All      -1.6741831106956058       -3.842532619713168         -0.07808111316918527      -0.7097871731341175        
Redshift      All|All|All               All                   All      -0.6493106750402251       -0.2967422508907802        -2.9048783926721566       -0.014788246138970894      
