#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                    dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4288.257004996025     All      -0.03074458673050884       0.4692755258629333         0.3489613049172502       0.1784455411619236         
Zeropoint     VEGAHST|UVOT|UVOT_u       3421.0990318730655    All      -0.8076914612562646        0.1397522079273017         -0.6270181166948524      0.28063263426591906        
Zeropoint     VEGAHST|UVOT|UVOT_v       5327.762723232353     All      1.827531271435623          0.3903291304528267         0.27043686331439387      -0.45607566472596894       
Check         All|All|All               All                   All      0.9890952234488497         0.9993568642430617         -0.007619948463208348    0.0030025107018737396      
Lambda        VEGAHST|UVOT|UVOT_b       4288.257004996025     All      -0.00017480591589868731    -2.5031548925894836e-05    -0.001426816948734555    -1.488584853545327e-05     
Lambda        VEGAHST|UVOT|UVOT_u       3421.0990318730655    All      -0.000622409534035908      -0.0001941517172263406     -0.003759670460825817    -2.8279164926244162e-05    
Lambda        VEGAHST|UVOT|UVOT_v       5327.762723232353     All      0.0007889504392346416      0.00015227842885871064     0.0007100182543518598    -0.00017570016597059484    
MWEBV         All|All|All               All                   All      -1.627536383611397         -3.8368887626177184        0.12523478192119908      -0.7140701022420578        
Redshift      All|All|All               All                   All      -0.8703154533445983        -0.06927005645316342       -1.5677791004406831      0.1909640586746128         
