#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     VEGAHST|UVOT|UVOT_u       3476.4130480910744    All      -0.5493503213543809       0.18094549067513288        0.07217318912326189       0.24110212994768748       
Zeropoint     VEGAHST|UVOT|UVOT_b       4357.591658951211     All      -0.7312554604568418       0.4925694148999682         -0.46045442678885595      0.3780920582692954        
Zeropoint     VEGAHST|UVOT|UVOT_v       5413.904618258767     All      2.2684992200405634        0.32837154179001793        0.39267049011604105       -0.6144403326073772       
Check         All|All|All               All                   All      0.9878934382293407        1.001886447365119          0.004389252450446968      0.004753855609605728      
Lambda        VEGAHST|UVOT|UVOT_u       3476.4130480910744    All      -6.029392221807426e-05    -1.0329133441078305e-05    -0.0001146613556989372    1.1158365813108e-05       
Lambda        VEGAHST|UVOT|UVOT_b       4357.591658951211     All      -0.0003511985207670014    -0.00012801039190861387    -0.002151661902015015     -2.331907222073926e-05    
Lambda        VEGAHST|UVOT|UVOT_v       5413.904618258767     All      0.0005627515182018373     -8.728105501187648e-05     -0.0019032210635362718    -0.0002966690094196036    
MWEBV         All|All|All               All                   All      -1.4251226472831635       -3.9345235074535356        0.09607734834256668       -0.813106926204378        
Redshift      All|All|All               All                   All      -0.07315755579083905      0.630713819504658          2.965656885342778         0.36161770963760836       
