#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3476.4130480910744    All      -0.6357226647636409        0.1974746421145923         0.013579970063548608      0.2720057859208272         
Zeropoint     VEGAHST|UVOT|UVOT_b       4357.591658951211     All      -0.5718058871633795        0.44909188419404167        -0.6074736701781935       0.30543123079576834        
Zeropoint     VEGAHST|UVOT|UVOT_v       5413.904618258767     All      2.198192253450855          0.3541605850455376         0.5920759875840842        -0.5742401492202925        
Check         All|All|All               All                   All      0.9906637015238346         1.0007271113541716         -0.0018177125305607333    0.003196867496302991       
Lambda        VEGAHST|UVOT|UVOT_u       3476.4130480910744    All      -4.2253125142910456e-05    -8.285358962786128e-05     -0.0006349453972162817    -4.155960387738809e-05     
Lambda        VEGAHST|UVOT|UVOT_b       4357.591658951211     All      -0.00034431551659366236    -0.00016414374854733463    -0.00237765820667156      -4.741609324680003e-05     
Lambda        VEGAHST|UVOT|UVOT_v       5413.904618258767     All      0.0005933187356066388      -5.631536284037751e-05     -0.0015542507124747642    -0.00028096626907363485    
MWEBV         All|All|All               All                   All      -1.476113137944354         -3.9163515691295725        0.1798370179656672        -0.7868406383465545        
Redshift      All|All|All               All                   All      0.7138068990042303         0.984488983222942          5.701525926675377         0.3426029759521949         
