#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5404.275930316193     All      2.178615736274849          0.4166921415603042         0.7779430539524405        -0.5392004548283584        
Zeropoint     VEGAHST|UVOT|UVOT_u       3470.2302098699       All      -0.594802798685977         0.22494100913315052        0.2585701273034032        0.2785563241888253         
Zeropoint     VEGAHST|UVOT|UVOT_b       4349.8416350361795    All      -0.590946225050306         0.3597682165346505         -1.0264242744882344       0.26387437002608094        
Check         All|All|All               All                   All      0.992866712538566          1.0014013672281052         0.010088906767609318      0.0032302393865478174      
Lambda        VEGAHST|UVOT|UVOT_v       5404.275930316193     All      0.0005715498856737183      -4.2660292781254104e-05    -0.0020162413811853214    -0.00029004405461803307    
Lambda        VEGAHST|UVOT|UVOT_u       3470.2302098699       All      -5.941435973274656e-06     -5.8503172174132894e-05    -0.0005953214306833046    -4.368754794933908e-05     
Lambda        VEGAHST|UVOT|UVOT_b       4349.8416350361795    All      -0.00030777230098345327    -7.162710008968258e-05     -0.0016816812953771552    1.8745483475897238e-06     
MWEBV         All|All|All               All                   All      -1.4732757994768728        -3.8787291882421915        0.3261705039658475        -0.768979814241693         
Redshift      All|All|All               All                   All      0.5987727460795607         0.23808031687915232        1.6618588880247327        -0.04332826108828011       
