#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4250.428749513119     All      0.3279807305016667         0.41357140013431604       0.12352715510895063       0.033392146541555576       
Zeropoint     VEGAHST|UVOT|UVOT_v       5280.764614394209     All      1.5807345168609315         0.4210667167995119        -0.05113755429822298      -0.3800239885994385        
Zeropoint     VEGAHST|UVOT|UVOT_u       3390.9202883744265    All      -0.9146385051556358        0.1638460607044756        -0.07164562558666868      0.3481006889754847         
Check         All|All|All               All                   All      0.9940767422069621         0.9984841776383035        0.0007439752240589736     0.001468846917601796       
Lambda        VEGAHST|UVOT|UVOT_b       4250.428749513119     All      -0.00014338280913548813    8.834476054306012e-06     -0.001939673781345491     -3.697655467574534e-05     
Lambda        VEGAHST|UVOT|UVOT_v       5280.764614394209     All      0.0007009934130464223      0.00016733124894825014    0.0003472631451430308     -0.00015833456456468305    
Lambda        VEGAHST|UVOT|UVOT_u       3390.9202883744265    All      -0.00019104143943172845    2.1064599285398386e-05    4.6052569369054005e-05    7.114502955071246e-05      
MWEBV         All|All|All               All                   All      -1.8051209090443434        -3.8050034163346957       -0.10663929329602836      -0.656186348687918         
Redshift      All|All|All               All                   All      -1.5769259263491384        -0.7946972411239095       -5.134684721722165        0.025660220960681546       
