#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                    dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4250.428749513119     All      -0.017153969147108206      0.43311508236847374       0.10122926825491818      0.15118484080342207        
Zeropoint     VEGAHST|UVOT|UVOT_v       5280.764614394209     All      1.7755350667387357         0.4073948681530659        -0.032253404228682614    -0.4470875944511399        
Zeropoint     VEGAHST|UVOT|UVOT_u       3390.9202883744265    All      -0.7673274226150117        0.1585618924136334        -0.06568161749187229     0.29866154183461197        
Check         All|All|All               All                   All      0.9910536749766157         0.999071842935173         0.0032942465343632765    0.002758788186894179       
Lambda        VEGAHST|UVOT|UVOT_b       4250.428749513119     All      -0.0002557301935987667     3.209493704789933e-05     -0.002053318188793438    2.123954000640069e-06      
Lambda        VEGAHST|UVOT|UVOT_v       5280.764614394209     All      0.0008944084596663724      0.00017837190278667206    0.0003787041343131551    -0.00021633683728951078    
Lambda        VEGAHST|UVOT|UVOT_u       3390.9202883744265    All      -0.00025269650580493457    4.980380918337525e-05     3.231972302897421e-05    9.997658535611703e-05      
MWEBV         All|All|All               All                   All      -1.679574979057711         -3.8096368338809583       -0.13588526866355477     -0.6998951585114509        
Redshift      All|All|All               All                   All      -1.6139721413695811        -1.0259139352815083       -4.132086687870218       0.007153853371287544       
