#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4331.567846632465     All      -0.5311598394965591        0.4781512292181933         -0.3820753701993041       0.3117155514649667         
Zeropoint     VEGAHST|UVOT|UVOT_u       3455.6516900321744    All      -0.6232294006502136        0.1697956998336636         0.008142363963323757      0.2586777212856197         
Zeropoint     VEGAHST|UVOT|UVOT_v       5381.572438301578     All      2.142072216070449          0.3530205939938025         0.3778164604453183        -0.5658927579790352        
Check         All|All|All               All                   All      0.9876829759236762         1.0009675230456594         0.0038834542093379443     0.004500514771551334       
Lambda        VEGAHST|UVOT|UVOT_b       4331.567846632465     All      -0.000333992249631846      -0.00012491701988601796    -0.0020199301711783875    -2.2037525637006875e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3455.6516900321744    All      -0.00010021776804998825    -7.330245156979676e-05     -0.0008090219945221615    -2.7335731846692072e-05    
Lambda        VEGAHST|UVOT|UVOT_v       5381.572438301578     All      0.000691082194933267       3.1018052061616994e-05     -0.001052787658407247     -0.00026198568471447653    
MWEBV         All|All|All               All                   All      -1.4866292290383658        -3.8992740868952325        0.1356596970863461        -0.7798239346436605        
Redshift      All|All|All               All                   All      -0.3583594864588594        0.18120594800570267        0.03374513679958534       0.17726010365019715        
