#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     VEGAHST|UVOT|UVOT_b       4263.002537580273     All      -0.3960482497575864        0.4519415170849861         -0.8751220050407587        0.237165489300322         
Zeropoint     VEGAHST|UVOT|UVOT_u       3400.9514441874767    All      -0.6715759336431195        0.15273070977910308        0.28405403933698864        0.2811798198082704        
Zeropoint     VEGAHST|UVOT|UVOT_v       5296.38638316319      All      2.055483095181954          0.3953453299537557         0.598214791436606          -0.5140659084043594       
Check         All|All|All               All                   All      0.9878589117812484         1.0000175568178449         0.007146825732835982       0.0042794007042329385     
Lambda        VEGAHST|UVOT|UVOT_b       4263.002537580273     All      -0.00043778215619447706    9.249393985725887e-06      -0.0027635679456757324     2.228753798782659e-05     
Lambda        VEGAHST|UVOT|UVOT_u       3400.9514441874767    All      -0.00024552407698983416    -3.2448967569116576e-05    0.0005679160800037384      9.47490594075667e-05      
Lambda        VEGAHST|UVOT|UVOT_v       5296.38638316319      All      0.0010553112922540347      0.00016337348345787825     -2.0798189829744575e-05    -0.0002914616158966878    
MWEBV         All|All|All               All                   All      -1.5334279946219045        -3.826212278063057         0.21635148725505873        -0.7371804982694494       
Redshift      All|All|All               All                   All      -0.8342560920035922        -0.45405521698027584       -3.3766328760055293        -0.0268396837099157       
