#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4286.678232430076     All      0.5340228406462407         0.5396657665072802        3.8109803081264104        0.17190463455190805        
Zeropoint     VEGAHST|UVOT|UVOT_u       3419.8395137773396    All      -0.9920561216687597        0.12826877120950542       -1.7313849916350321       0.2876629149916175         
Zeropoint     VEGAHST|UVOT|UVOT_v       5325.80124433416      All      1.4459175822212416         0.32924835813217257       -2.1207716886180394       -0.4583762037230425        
Check         All|All|All               All                   All      0.9878843011987227         0.9971828958489581        -0.04117637212666114      0.0011913458204830252      
Lambda        VEGAHST|UVOT|UVOT_b       4286.678232430076     All      -1.3803945546289056e-05    1.666257819835702e-05     -0.0005275372601318479    -1.3617615926194496e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3419.8395137773396    All      -0.0003870579970350631     -4.15449669739879e-05     -0.001762076688313991     3.391157125799947e-05      
Lambda        VEGAHST|UVOT|UVOT_v       5325.80124433416      All      0.0005619901122350349      0.00010762800276869373    -0.0010386159644779327    -0.0001943493474266508     
MWEBV         All|All|All               All                   All      -1.848112717712771         -3.8711269278792315       -1.322111319744801        -0.7179620394043968        
Redshift      All|All|All               All                   All      -0.3829111923205236        -0.5792571773179489       5.063775571915707         0.16201669978991098        
