#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_z                6451.398464733523     All      0.7026437371344499         0.04954135012855687        1.1037367526703703         -0.16348223188601055       
Zeropoint     AB|PS|PS_g                3649.5499088960346    All      -0.7067414543116448        0.29100257132341767        -0.004623790458117963      0.32479171542094476        
Zeropoint     AB|PS|PS_r                4634.680631256521     All      -0.09223786888957741       0.5683006667556612         0.3188885116531498         0.22938966180512058        
Zeropoint     AB|PS|PS_i                5613.602008293526     All      1.0906427948203494         0.0905787158314908         -1.4088825282742408        -0.3886257281310846        
Check         All|All|All               All                   All      0.994307208753577          0.9994233040391265         0.009118945591161554       0.0020734172089701963      
Lambda        AB|PS|PS_z                6451.398464733523     All      -4.181048066804998e-06     -3.6996154610308195e-06    -7.069328151337913e-05     -2.9978980330810302e-06    
Lambda        AB|PS|PS_g                3649.5499088960346    All      -0.001173177469752519      0.00040095497887603743     -0.0007948213717119857     0.0004772774986006562      
Lambda        AB|PS|PS_r                4634.680631256521     All      -0.00021048252958460827    -0.00019231711844425452    -0.0018181352480032597     -7.521795369253839e-05     
Lambda        AB|PS|PS_i                5613.602008293526     All      -0.00013373637849689634    -2.1249260568620743e-05    -0.00010363418837509568    3.2016037172927523e-05     
MWEBV         All|All|All               All                   All      -0.4755503110710202        -2.748817770227774         0.0347656807719544         -0.738926567065471         
Redshift      All|All|All               All                   All      5.61123885161812           0.34960366168519386        0.7861982488873247         -1.6788032670473496        
