#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_z                6389.260886696606     All      0.8760199670890557         0.10499305141546955        1.8031804748245603        -0.17068116958391574      
Zeropoint     AB|PS|PS_r                4590.041033969953     All      0.343548457937087          0.4276413343731633         2.221626953982957         0.12653282382141418       
Zeropoint     AB|PS|PS_g                3614.3987407418263    All      -0.8399762980131703        0.3350430433521012         -0.6653047460642204       0.3530529612881021        
Zeropoint     AB|PS|PS_i                5559.533788082772     All      0.6161159652466646         0.13130525239972712        -3.3425701120330773       -0.3070823512037359       
Check         All|All|All               All                   All      0.9957080922596369         0.9989826815404612         0.016932570710219697      0.001822264321864664      
Lambda        AB|PS|PS_z                6389.260886696606     All      0.00010228613228329456     1.2506972135464588e-05     0.00014682867012452046    -2.269173691881781e-05    
Lambda        AB|PS|PS_r                4590.041033969953     All      -0.00017980676190888418    -0.00016349359880475224    -0.0014762416714412525    -6.056415175352433e-05    
Lambda        AB|PS|PS_g                3614.3987407418263    All      -0.0015236149815891725     0.00046240737806459853     -0.003009575892092282     0.0005126092711521591     
Lambda        AB|PS|PS_i                5559.533788082772     All      2.99565292243208e-05       1.327925112487005e-05      0.0002844232800093649     7.260166534798778e-06     
MWEBV         All|All|All               All                   All      -0.49431923947817813       -2.6976217379587553        -0.017635425223864222     -0.7184750982854223       
Redshift      All|All|All               All                   All      5.827304056286209          0.036748253595142444       5.3667999721354           -1.6466788946281816       
