#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     VEGAHST|UVOT|UVOT_u       3478.7364300419213    All      -0.6428927374660273       0.3236487216455197         0.43036198701233985       0.33403943040138034       
Zeropoint     VEGAHST|UVOT|UVOT_b       4360.503956675766     All      -0.5332329654529198       0.10949282963150786        -1.7229683527880568       0.1324687722320729        
Zeropoint     VEGAHST|UVOT|UVOT_v       5417.522878833579     All      2.1779438533466955        0.5679800183292505         1.3114803894932248        -0.46589284093057765      
Check         All|All|All               All                   All      1.0018181504277486        1.001121569606278          0.018874023717507793      0.0006153617028756275     
Lambda        VEGAHST|UVOT|UVOT_u       3478.7364300419213    All      -0.0003691737170795063    -2.848327343309399e-05     -0.0008017993464429964    7.519346357775956e-05     
Lambda        VEGAHST|UVOT|UVOT_b       4360.503956675766     All      -0.0003754876839663033    7.65128283675866e-05       -0.0011813446323590288    9.451345201977295e-05     
Lambda        VEGAHST|UVOT|UVOT_v       5417.522878833579     All      -4.190638082105023e-05    -0.00022090128985108627    -0.005969615324465298     -0.0003247010451080722    
MWEBV         All|All|All               All                   All      -1.478403244461274        -3.8115485767635793        0.4845208797133571        -0.7383602513946499       
Redshift      All|All|All               All                   All      1.4389355338132686        0.7656250143672327         10.680394825548522        0.25729758034335887       
