#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     VEGAHST|UVOT|UVOT_u       3478.7364300419213    All      -0.7279766804779689       0.36954945652267757        0.47169626934735154       0.37855000843688397       
Zeropoint     VEGAHST|UVOT|UVOT_b       4360.503956675766     All      -0.3940592287176758       0.020891943587897366       -1.8003685811298804       0.054821067325986815      
Zeropoint     VEGAHST|UVOT|UVOT_v       5417.522878833579     All      2.1243736810957277        0.6103989385298103         1.3476224923980609        -0.43301317951380563      
Check         All|All|All               All                   All      1.0023377719000832        1.0008403386403852         0.01895018061553211       0.00035789624906512607    
Lambda        VEGAHST|UVOT|UVOT_u       3478.7364300419213    All      -0.0007145166797917811    5.719308816470261e-05      -0.0012937411502956923    0.00019363753432116417    
Lambda        VEGAHST|UVOT|UVOT_b       4360.503956675766     All      -0.0003245933062506519    1.5517524650025953e-05     -0.0014945116746492508    4.409209494258322e-05     
Lambda        VEGAHST|UVOT|UVOT_v       5417.522878833579     All      0.0003492221896676021     -0.00010970265962100483    -0.004328280972240559     -0.0003426382223080012    
MWEBV         All|All|All               All                   All      -1.4820128197960387       -3.7908009331386383        0.5922506841673795        -0.7256188174630843       
Redshift      All|All|All               All                   All      1.770416341227496         -0.002452345009440471      8.78281968594406          -0.18554475220280137      
