Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 55247.442481843995 0.20041330295732251
Redshift 0.01086 0 F
Color -0.10037346080842083 0.027882931110454277
X0 0.01661022485821534 0.00047094674942504516
X1 -2.6271337153578056 0.2002068012375983
RestFrameMag_0_UX 14.699014937818756 0.0
RestFrameMag_0_B 15.092751947478334 0.030783685394302648
RestFrameMag_0_V 15.194869090472531 0.0
RestFrameMag_0_R 15.21749491005048 0.0
CovDayMaxDayMax 0.040165492002263534 -1
CovDayMaxRestFrameMag_0_B -0.0013126808038408395 -1
CovDayMaxX1 -0.0022083206121981972 -1
CovDayMaxColor 0.0002866709923655628 -1
CovRestFrameMag_0_BDayMax -0.0013126808038408369 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0009476352864554021 -1
CovRestFrameMag_0_BX1 0.0032137149839247007 -1
CovRestFrameMag_0_BColor 8.47075316195364e-05 -1
CovX1DayMax -0.0022083206121981847 -1
CovX1RestFrameMag_0_B 0.0032137149839247007 -1
CovX1X1 0.04008276326179119 -1
CovX1Color 0.00021047564914265782 -1
CovColorDayMax 0.0002866709923655629 -1
CovColorRestFrameMag_0_B 8.470753161953638e-05 -1
CovColorX1 0.0002104756491426577 -1
CovColorColor 0.0007774578473103389 -1

dmu_estimate 0.09597300083949009
FirstPhase  -10.355224110154875
LastPhase  23.470824996542856
LatestNegPhase  -1.5269986387774923
EarliestPosPhase  0.3205371228490085
NightsNegPhase  5
NightsPosPhase  6

salt3source   1
salt2_version   salt3-f22
