#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4330.907951643662     All      0.17970365577363726        0.4529144840299537         -0.3096426959695364        0.0751758237486938         
Zeropoint     VEGAHST|UVOT|UVOT_u       3455.1252369523563    All      -0.8332311144811972        0.1586611028256968         -0.06483814557478595       0.3201984988153578         
Zeropoint     VEGAHST|UVOT|UVOT_v       5380.752579809306     All      1.6316968069588955         0.37329349641792575        0.3094055158550546         -0.39609601135792427       
Check         All|All|All               All                   All      0.9781693482513357         0.9848690832735763         -0.06507532568926777       -0.0007216887938726879     
Lambda        VEGAHST|UVOT|UVOT_b       4330.907951643662     All      -0.00034025094470620677    -0.00017591035217069838    -0.0022336546643693563     -4.6146611232277996e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3455.1252369523563    All      0.0008909942583208974      -0.00013893275992575546    4.479417408956561e-06      -0.0003352812176096501     
Lambda        VEGAHST|UVOT|UVOT_v       5380.752579809306     All      0.0009962978524874937      0.00021799629163129922     -0.00037440113817040183    -0.00027022622696597383    
MWEBV         All|All|All               All                   All      -1.7988413142515443        -3.891035458705616         0.005912302307375938       -0.6812326250937986        
Redshift      All|All|All               All                   All      -0.11145236575583928       0.7363088579468879         3.8977703757389293         0.450083311133212          
