#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4330.907951643662     All      -0.5807145805035542        0.4595774218820736         -0.6897048501846174       0.30807897000336654        
Zeropoint     VEGAHST|UVOT|UVOT_u       3455.1252369523563    All      -0.5910425140852197        0.18032167070045624        0.16186350470013539       0.25848191691517736        
Zeropoint     VEGAHST|UVOT|UVOT_v       5380.752579809306     All      2.1602897133587016         0.361236008909005          0.5329157163831891        -0.5622293978192834        
Check         All|All|All               All                   All      0.9885326187699279         1.0011351014915348         0.0050743708987072145     0.00433148909926051        
Lambda        VEGAHST|UVOT|UVOT_b       4330.907951643662     All      -0.00042140741161158997    -0.0001475621319543329     -0.0025906615358468788    -2.6408909040314467e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3455.1252369523563    All      6.936606271223695e-05      -3.1441924117954115e-05    -0.0002868579436949406    -4.5637630331074246e-05    
Lambda        VEGAHST|UVOT|UVOT_v       5380.752579809306     All      0.0008815351726814662      0.00011426090894327512     -2.067960926464083e-05    -0.00025084930625649736    
MWEBV         All|All|All               All                   All      -1.4821670917224452        -3.895006916072674         0.20209623538384475       -0.7769226840725219        
Redshift      All|All|All               All                   All      -0.27434525511540236       0.024478674800798572       -1.7253459299701506       0.02034252036165807        
