#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3466.434717690484    All      -0.5140886468716555        0.15376134356621662        0.0029733535158247746     0.21767340060897072        
Zeropoint     VEGAHST|UVOT|UVOT_b       4345.084086139128    All      -0.819301355916544         0.545063835273929          -0.30963746157463307      0.4306009312556183         
Zeropoint     VEGAHST|UVOT|UVOT_v       5398.365115820203    All      2.31846194478168           0.30348591698592386        0.30846399956048076       -0.6425786514188829        
Check         All|All|All               All                  All      0.9850719419934809         1.0023110958260695         0.0017998915016724792     0.005695680445706119       
Lambda        VEGAHST|UVOT|UVOT_u       3466.434717690484    All      -3.8876405467815754e-05    -3.447260352738607e-05     -0.0002570105473612886    -1.0034737149207451e-05    
Lambda        VEGAHST|UVOT|UVOT_b       4345.084086139128    All      -0.0004068337226742574     -0.00011574040291446148    -0.002180194832050323     -2.473411150194908e-06     
Lambda        VEGAHST|UVOT|UVOT_v       5398.365115820203    All      0.0007525167765924395      -7.304685177842884e-05     -0.0019999022628466455    -0.00035815968676900943    
MWEBV         All|All|All               All                  All      -1.3974279745641258        -3.9375927594757165        0.055401508489723         -0.8249429245109118        
Redshift      All|All|All               All                  All      -0.9904160746298747        0.5962082821976189         2.0615105815541637        0.6088115004887342         
