#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_r                4633.648638241322    All      -2.3095968020955766        1.2883644513074444         -0.14664963285457006       1.1654300500657802         
Zeropoint     AB|PS|PS_i                5612.352041246477    All      3.308949071236447          -0.2870953656961106        0.148210737750265          -1.164736014938362         
Check         All|All|All               All                  All      0.9993522691408706         1.0012690856113338         0.0015611048956949425      0.0006940351274180578      
Lambda        AB|PS|PS_r                4633.648638241322    All      7.519706127740122e-05      -0.00026544227686074793    -0.0014236348045378884     -0.00017448772194131594    
Lambda        AB|PS|PS_i                5612.352041246477    All      -0.00032041369954159725    1.7957722381112828e-05     -0.00011676860470265357    0.00010500785768027574     
MWEBV         All|All|All               All                  All      -0.3555113896324982        -2.7967613559173543        -0.008840941207656793      -0.7955899593584056        
Redshift      All|All|All               All                  All      4.6617514662196875         1.2200041630801906         2.5753692347548944         -1.0061634260514907        
