#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4273.330481803951     All      0.2221968268387916         0.5445607216367776        1.7170269761562995        0.18162755391902247        
Zeropoint     VEGAHST|UVOT|UVOT_v       5309.217898666675     All      1.6230311336151906         0.3387385269797427        -0.8636523939941743       -0.45687719368490226       
Zeropoint     VEGAHST|UVOT|UVOT_u       3409.1909037030096    All      -0.854806737253489         0.11542254160996634       -0.8529555582442283       0.27797210663973815        
Check         All|All|All               All                   All      0.9904212232004934         0.9987217902264867        0.0004190239178969435     0.0027224668738583535      
Lambda        VEGAHST|UVOT|UVOT_b       4273.330481803951     All      -9.718535526686661e-05     3.3494168994383367e-06    -0.0007122701338479095    9.621380550948969e-07      
Lambda        VEGAHST|UVOT|UVOT_v       5309.217898666675     All      0.0006264949631973184      0.00013441854138137877    0.00019168884057675702    -0.00015173128685893288    
Lambda        VEGAHST|UVOT|UVOT_u       3409.1909037030096    All      -0.00041686839254144166    -9.656399874787596e-05    -0.004098424289414002     -7.856017389451228e-05     
MWEBV         All|All|All               All                   All      -1.7507897788983402        -3.860526959081323        -0.4428324536018158       -0.7069723864255478        
Redshift      All|All|All               All                   All      -1.3996173769648792        -0.49227265951348187      -3.53961174627595         0.13759540984090954        
