#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3457.427087287462    All      -0.731497877995873         0.1705566256486435         -0.08893274829487108      0.28986016844564144        
Zeropoint     VEGAHST|UVOT|UVOT_v       5384.337308662689    All      1.9595675372430372         0.3403466660448995         0.21330982694333514       -0.5179144706537137        
Zeropoint     VEGAHST|UVOT|UVOT_b       4333.793260058299    All      -0.2390251033138303        0.48902462571978056        -0.12143413669679433      0.23173070107692187        
Check         All|All|All               All                  All      0.9890445559333338         0.9999279174133235         0.0029429419516697336     0.0036763988688496563      
Lambda        VEGAHST|UVOT|UVOT_u       3457.427087287462    All      -0.00012588750094364866    -4.389149238321121e-05     -0.001119165873164555     -2.3234435199708988e-05    
Lambda        VEGAHST|UVOT|UVOT_v       5384.337308662689    All      0.0005299493343104765      9.258359813629194e-05      0.00011433991476667378    -0.0001373619439254561     
Lambda        VEGAHST|UVOT|UVOT_b       4333.793260058299    All      -0.0001876573718132292     -0.00011068964678886357    -0.0018310061491627952    -5.6638474726689676e-05    
MWEBV         All|All|All               All                  All      -1.5800256811635607        -3.906635770464195         0.09003929607429223       -0.7538354090353279        
Redshift      All|All|All               All                  All      0.08189306057589657        0.043372495074001094       -3.153449357799957        -0.15327137704250476       
