#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_g                3719.1282548668164    All      -0.7013397829787151        0.3745381448505114         0.4413215302836497        0.3701429894065429         
Zeropoint     AB|PS|PS_r                4723.040407249609     All      -0.1430953092235826        0.5064432233806926         -0.7414577359931923       0.1784882158870384         
Zeropoint     AB|PS|PS_i                5720.624833689952     All      1.1880366273414864         0.047584427486135894       -0.7960408527077021       -0.4070064484287641        
Zeropoint     AB|PS|PS_z                6574.393805413871     All      0.6511998996759079         0.07121148952435874        1.106739780880866         -0.13953259288953435       
Check         All|All|All               All                   All      0.9948014348150963         0.9997772852416986         0.010562722463621332      0.0020921639752828902      
Lambda        AB|PS|PS_g                3719.1282548668164    All      -0.0010726225262198265     0.0004887586258469228      -5.871916671495537e-05    0.0005059728424191532      
Lambda        AB|PS|PS_r                4723.040407249609     All      -0.00017707586609363833    -6.06200070648393e-05      -0.00141930029297546      -2.5403348895387313e-05    
Lambda        AB|PS|PS_i                5720.624833689952     All      -0.00034892649708527117    -1.7433248390154525e-05    0.0002820091484973698     0.00012056302998021379     
Lambda        AB|PS|PS_z                6574.393805413871     All      -0.0004818469732749266     -5.137737032485416e-05     -0.0008067238684110198    0.0001042177306116491      
MWEBV         All|All|All               All                   All      -0.47886802032146436       -2.8239358401751957        0.08771003995388002       -0.7599516431205374        
Redshift      All|All|All               All                   All      6.18795874452411           0.4612857707568807         2.5747372518246205        -1.750467091292266         
