#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5396.3673776841115    All      2.1292206608584108         0.34659160078867046        0.44817461111203594       -0.5606609571164142        
Zeropoint     VEGAHST|UVOT|UVOT_b       4343.476128915568     All      -0.49453938618990023       0.4778189375548969         -0.462131204416889        0.2961063025210695         
Zeropoint     VEGAHST|UVOT|UVOT_u       3465.1519165676946    All      -0.6465096723101265        0.1764055280638832         0.018093062874958654      0.26885796416543295        
Check         All|All|All               All                   All      0.988171602358384          1.0008160664074506         0.004136469570105605      0.004303309570088287       
Lambda        VEGAHST|UVOT|UVOT_v       5396.3673776841115    All      0.0004870040698761723      9.089866366278126e-05      0.0003631384641909456     -0.0001128193604622904     
Lambda        VEGAHST|UVOT|UVOT_b       4343.476128915568     All      -0.00021469302033005078    -0.00011695655434371366    -0.0017772973075866321    -4.747663360033599e-05     
Lambda        VEGAHST|UVOT|UVOT_u       3465.1519165676946    All      -0.00021975848393358908    -8.659439332193868e-05     -0.0014469834744931193    -2.1196301431240047e-05    
MWEBV         All|All|All               All                   All      -1.4883833202161112        -3.908642295751541         0.23165024682356844       -0.778020485902476         
Redshift      All|All|All               All                   All      -0.09350931857896116       0.06330863000982845        -4.88128530337955         -0.16674857914469343       
