#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     VEGAHST|UVOT|UVOT_u       3417.1293386416783    All      -0.625847178926775        0.15833294342462167        0.13341708755685117       0.2613870564647183        
Zeropoint     VEGAHST|UVOT|UVOT_b       4283.281099695248     All      -0.5051660810408909       0.4678100622102832         -0.5596325032588869       0.2919565114999044        
Zeropoint     VEGAHST|UVOT|UVOT_v       5321.580621099731     All      2.1176385322155005        0.3744838496831271         0.42909738473738324       -0.5486541826786163       
Check         All|All|All               All                   All      0.9866252722478347        1.000626855318032          0.002881969035347487      0.004689385286006487      
Lambda        VEGAHST|UVOT|UVOT_u       3417.1293386416783    All      -9.361963027321788e-05    2.715661278603463e-05      0.00031189324939638       5.3259159031451656e-05    
Lambda        VEGAHST|UVOT|UVOT_b       4283.281099695248     All      -0.0004249264522709984    -4.2502222558537626e-05    -0.0022920479620929506    2.228457944811939e-05     
Lambda        VEGAHST|UVOT|UVOT_v       5321.580621099731     All      0.0010025014135361145     6.585082904387034e-05      -0.001718151823816071     -0.0003817711349690703    
MWEBV         All|All|All               All                   All      -1.5019415446804607       -3.85566495793368          0.11355835830779383       -0.7616175629202123       
Redshift      All|All|All               All                   All      -1.3756242502120954       -0.4232957861796116        -2.573697543134682        0.19535241062639494       
