#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3417.1293386416783    All      -0.6886589167276238       0.12570861042271453        -0.226202016779109        0.25517193838814345        
Zeropoint     VEGAHST|UVOT|UVOT_b       4283.281099695248     All      -0.1405781779540074       0.45323904220753164        -0.6601424462958194       0.16396667915928725        
Zeropoint     VEGAHST|UVOT|UVOT_v       5321.580621099731     All      1.8356156324345974        0.4072082197504212         0.7761813653627603        -0.4306418780552046        
Check         All|All|All               All                   All      1.0063785377529662        0.9861558723806674         -0.11016309771216815      -0.011503260507773894      
Lambda        VEGAHST|UVOT|UVOT_u       3417.1293386416783    All      0.00013111349477970427    -0.00021406760627065095    -0.0019952833018857443    -0.00020147717049143394    
Lambda        VEGAHST|UVOT|UVOT_b       4283.281099695248     All      -0.0004403762622835116    -0.00010862883851576575    -0.0024138146933635972    3.4358657229089136e-07     
Lambda        VEGAHST|UVOT|UVOT_v       5321.580621099731     All      0.0008626185645655048     0.00010127971271063011     -0.0010924203379978669    -0.0002967428137330888     
MWEBV         All|All|All               All                   All      -1.622758534940846        -3.8313751320426803        0.28550368204707244       -0.7066783689450767        
Redshift      All|All|All               All                   All      -1.300074992898513        0.5501718094703456         3.721558445790385         0.7687623157791992         
