#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4320.742982043212     All      -0.4972853645714905        0.29984586297855387        -0.1868831210654176        0.25131213028146          
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5278.135225513053     All      0.6547287226203391         0.22249211455136475        0.12206335832223303        -0.13534655634489523      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4720.006948568088     All      -0.30104275278199977       0.4351447537079167         -0.05312913110251394       0.23742958160549582       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6109.8279688877765    All      1.0602008746891978         -0.022620750862945016      0.07109317692700623        -0.3495380652485808       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7470.2002430658895    All      0.32341725360365786        -0.03040571647980883       0.07076338642424407        -0.11209393685450986      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3531.0154443604742    All      -0.23571818575226802       0.08923389708295204        -0.036905862281488844      0.10420064485428537       
Check         All|All|All                              All                   All      1.0043005478074363         0.9936901609780335         -0.012998192775937056      -0.00403620170674468      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4320.742982043212     All      -0.00022751219941307102    5.022635479191764e-05      -0.0004676262426731685     6.960057295073765e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5278.135225513053     All      0.00014259226068140136     -1.4022835975161425e-06    -0.000732597747228512      -7.959623311049632e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4720.006948568088     All      -0.00016718742041113972    -0.00011103695410041797    -0.001044622020898311      -2.832662884441265e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6109.8279688877765    All      -0.00023506898238631033    -4.873054450221283e-05     -0.0006051366460587551     3.3692090349852784e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7470.2002430658895    All      -7.555202832671367e-05     -7.616349614916961e-06     -0.00015989920155589193    1.4993318598905379e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3531.0154443604742    All      -0.0003684458234286753     8.354431875052364e-05      -0.00026351223523146737    0.000135468718551299      
MWEBV         All|All|All                              All                   All      -1.0624561816479097        -3.9349144274149594        0.007460009488813313       -0.93532124575475         
Redshift      All|All|All                              All                   All      6.003601609401477          1.3517744909474771         7.322609602939956          -1.1884786979971418       
