#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4308.0308867680415    All      -0.27338884614736514       0.39486576004819085        -1.2372713067748675       0.1624587743216284         
Zeropoint     VEGAHST|UVOT|UVOT_u       3436.874300871123     All      -0.7882349836377032        0.21065432595053224        0.22797625465218463       0.33554464380312204        
Zeropoint     VEGAHST|UVOT|UVOT_v       5352.32994251884      All      2.0527509843086937         0.39405847301487995        1.0151821890828527        -0.49498780175552537       
Check         All|All|All               All                   All      0.9911271545236253         0.999578559013603          0.0058871369601698476     0.0030156163692250937      
Lambda        VEGAHST|UVOT|UVOT_b       4308.0308867680415    All      -0.0004254181946668383     -9.21160227062754e-05      -0.003526297273527973     -4.8794968896667576e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3436.874300871123     All      -0.00045882881117559907    -1.4421224894197147e-05    -0.0006462381563156074    0.00011591953057529762     
Lambda        VEGAHST|UVOT|UVOT_v       5352.32994251884      All      0.0011706669087874608      0.0001775148712650394      0.0007291822718349405     -0.00029096223657362687    
MWEBV         All|All|All               All                   All      -1.5508702772406093        -3.867739568533679         0.34603433862494537       -0.7392386276551962        
Redshift      All|All|All               All                   All      0.5992345853653943         -0.09129127541243065       2.4714752957635255        -0.1146363991069127        
