#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4308.0308867680415    All      -0.6573462184301758        0.4455481181411258         -1.454738977931815        0.29433065035656125        
Zeropoint     VEGAHST|UVOT|UVOT_u       3436.874300871123     All      -0.582741724764567         0.1751653234915551         0.5079023638323467        0.26954060980493605        
Zeropoint     VEGAHST|UVOT|UVOT_v       5352.32994251884      All      2.2292218535406967         0.38033919071001066        0.9638598297262991        -0.5592292723642289        
Check         All|All|All               All                   All      0.9891339103459537         1.0010526323426916         0.017023215626830845      0.004641987797268321       
Lambda        VEGAHST|UVOT|UVOT_b       4308.0308867680415    All      -0.0005247458405956591     -0.0001025568297774084     -0.0033860970751194864    -1.3585110251830287e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3436.874300871123     All      -0.00016700363037726182    -2.7669298742229023e-05    0.0007582069932223389     7.922107156563298e-05      
Lambda        VEGAHST|UVOT|UVOT_v       5352.32994251884      All      0.00084463939899293        0.00011849162078970915     0.0002981488630025591     -0.00022322520650549518    
MWEBV         All|All|All               All                   All      -1.441368776121395         -3.8684120873880623        0.3806145486841339        -0.7735827746244108        
Redshift      All|All|All               All                   All      -0.20925046751950127       -0.11119163714221614       -3.442085130570421        -0.12166346335858717       
