#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_g                3613.070503662324    All      -0.6236388324936424        0.28868278214382315        0.05645365352743986       0.2996924316517019         
Zeropoint     AB|PS|PS_r                4588.354263047577    All      -0.5390827556516735        0.4074475010792611         -0.40188336129286517      0.2903818359067792         
Zeropoint     AB|PS|PS_i                5557.490743180492    All      2.156140344411397          0.30567038485340703        0.35204716435201233       -0.5870486964305421        
Check         All|All|All               All                  All      0.993418756266081          1.0018006680764913         0.006617456586587023      0.0030255711279389974      
Lambda        AB|PS|PS_g                3613.070503662324    All      -0.0012192323656708393     0.0003395585314998147      -0.0013487974744677575    0.00044755884142298736     
Lambda        AB|PS|PS_r                4588.354263047577    All      -6.85710105222825e-05      -0.00012564736050758797    -0.0006372847620701185    -4.7030736934498933e-05    
Lambda        AB|PS|PS_i                5557.490743180492    All      -0.00037733689510338435    -0.00024678497832768574    -0.0024633828518917313    -6.74044084473839e-05      
MWEBV         All|All|All               All                  All      -0.4590640346946251        -2.683500076280687         0.10957187754796482       -0.719682310867098         
Redshift      All|All|All               All                  All      3.030009090020763          0.8035280259665711         2.951004850906019         -0.5935483385928558        
