#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_g                3613.070503662324    All      -0.6756951639003845        0.3000440455878106         -0.0536608012907992        0.3154357262903439         
Zeropoint     AB|PS|PS_r                4588.354263047577    All      -0.6480108999892604        0.4603580739185986         -0.16379452592786092       0.3537228416468215         
Zeropoint     AB|PS|PS_i                5557.490743180492    All      2.3169426747749338         0.24203091598700155        0.22337065366011769        -0.6658990160379467        
Check         All|All|All               All                  All      0.9932366108852889         1.0024330354934108         0.0059153264414575635      0.003259551899218782       
Lambda        AB|PS|PS_g                3613.070503662324    All      -0.0012520261603807675     0.0004803274123709453      -0.000528655218635074      0.0005406930970028364      
Lambda        AB|PS|PS_r                4588.354263047577    All      1.744631745922393e-05      -0.00010052244589615279    -0.00042821781116576156    -5.7535701460940085e-05    
Lambda        AB|PS|PS_i                5557.490743180492    All      -0.00014137010273826325    -0.0001636474801606943     -0.0018739967981198024     -9.088434487454203e-05     
MWEBV         All|All|All               All                  All      -0.43617285834330133       -2.7031656510834168        0.03698304253202499        -0.7367837511118007        
Redshift      All|All|All               All                  All      2.4320808884308454         0.2732746661060048         0.6492702797467241         -0.6742202586317717        
