#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3435.8498629413752    All      -0.6444077080422583        0.15362034653145784       -0.08085137422572229      0.2563359662230594         
Zeropoint     VEGAHST|UVOT|UVOT_v       5350.734559817689     All      2.0885624998033037         0.3428569142438498        0.11545162354290367       -0.5634816655159857        
Zeropoint     VEGAHST|UVOT|UVOT_b       4306.746780962422     All      -0.45839797501804763       0.5041604586596193        -0.034077066187201355     0.3120162461270425         
Check         All|All|All               All                   All      0.9857568167429975         1.000637719434927         0.0005231831299800233     0.004870546834116196       
Lambda        VEGAHST|UVOT|UVOT_u       3435.8498629413752    All      -7.835087370161917e-05     -1.756553594947239e-05    -0.0003905667020061716    2.370586181531357e-06      
Lambda        VEGAHST|UVOT|UVOT_v       5350.734559817689     All      0.0006700669760565838      5.761201789174904e-05     -0.0010887947736943318    -0.0002480846391403773     
Lambda        VEGAHST|UVOT|UVOT_b       4306.746780962422     All      -0.00021868327628653814    -7.006616743439307e-05    -0.001744122755705787     -2.9422706410276138e-05    
MWEBV         All|All|All               All                   All      -1.5148018018724794        -3.8881229083895796       -0.008664291615004269     -0.7734554118789433        
Redshift      All|All|All               All                   All      -1.2867501160828192        -0.21937223095367386      -3.3699930071755153       0.19729278278374585        
