#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4365.530409045597     All      -0.693911605618308         0.5577813484585192        -0.2432124528592164       0.39686411988114484        
Zeropoint     VEGAHST|UVOT|UVOT_u       3482.7464488715177    All      -0.5981524012240732        0.1610399107957683        -0.05534005386769736      0.24482434027360486        
Zeropoint     VEGAHST|UVOT|UVOT_v       5423.767781024582     All      2.2782668022950996         0.2830096302321117        0.3004595502938884        -0.6365127731832981        
Check         All|All|All               All                   All      0.9862027954527185         1.0018308894863992        0.001907043566974631      0.005175686971451543       
Lambda        VEGAHST|UVOT|UVOT_b       4365.530409045597     All      -0.00045342487916732663    -0.0002239755828970187    -0.0022682850147125273    -2.6483957897494557e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3482.7464488715177    All      -0.00024030805466333804    -6.752448601856772e-05    -0.0009012301699231986    1.606352943494857e-05      
Lambda        VEGAHST|UVOT|UVOT_v       5423.767781024582     All      0.0005690165548771171      -5.789232415485863e-05    -0.0018431609651574032    -0.00028645665513307494    
MWEBV         All|All|All               All                   All      -1.4230690790927132        -3.9618549892461274       0.08366408236654688       -0.8232325507717255        
Redshift      All|All|All               All                   All      0.35248438539211535        0.9947879359217815        5.9548349943978085        0.47495633379875113        
