#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5380.199050437043     All      1.8894653763017937        0.37833212106566094        0.4005991532062936         -0.47434891571559307       
Zeropoint     VEGAHST|UVOT|UVOT_b       4330.462422003665     All      -0.24545720410355143      0.44896396729878774        -0.5125640603877546        0.20332244141016836        
Zeropoint     VEGAHST|UVOT|UVOT_u       3454.7698009282817    All      -0.6519121848968075       0.17197947052478568        0.11711832353809015        0.2735950702756715         
Check         All|All|All               All                   All      0.992095987301435         0.9992755588892344         0.005153416356629137       0.0025685959702467787      
Lambda        VEGAHST|UVOT|UVOT_v       5380.199050437043     All      0.0007020040676521469     8.448202193708284e-05      0.0003704510955584323      -0.00018461571518682698    
Lambda        VEGAHST|UVOT|UVOT_b       4330.462422003665     All      -0.0004591417061327501    -0.0001679524758180874     -0.0033414922078814197     -5.426553816452501e-05     
Lambda        VEGAHST|UVOT|UVOT_u       3454.7698009282817    All      0.0001925099984291519     -0.00012492015798090068    -0.00042890049462079047    -0.00012253730429091236    
MWEBV         All|All|All               All                   All      -1.6044516203490011       -3.883321322925326         0.13813080029552172        -0.7361386915100451        
Redshift      All|All|All               All                   All      0.5769089391659794        0.7568662593072872         3.829695406763145          0.22951973643904194        
