#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5380.199050437043     All      2.266206911812687         0.3477639260206278         0.7095185510954057        -0.5932374411374557        
Zeropoint     VEGAHST|UVOT|UVOT_b       4330.462422003665     All      -0.7159698275058353       0.48284358034891284        -0.9603234017101552       0.3476381439154583         
Zeropoint     VEGAHST|UVOT|UVOT_u       3454.7698009282817    All      -0.5620422182509255       0.17087874110512935        0.2647924572613049        0.2505529400654246         
Check         All|All|All               All                   All      0.9881948660559267        1.00148624747467           0.013987606646555462      0.004953642843427197       
Lambda        VEGAHST|UVOT|UVOT_v       5380.199050437043     All      0.0006814974421275094     8.997439297974909e-05      0.00015371264058468837    -0.00018581902846503517    
Lambda        VEGAHST|UVOT|UVOT_b       4330.462422003665     All      -0.0004724284850352995    -0.00010589218289106569    -0.0033473059933675988    -2.9981960569096815e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3454.7698009282817    All      -0.0001376426495431921    -5.1462902932324805e-05    -6.655171174990877e-05    2.510168146616606e-05      
MWEBV         All|All|All               All                   All      -1.4230501305723235       -3.90076242289612          0.2679540397047811        -0.7951148497994273        
Redshift      All|All|All               All                   All      -1.0285485685481437       0.05350091712186256        -4.355231194089633        0.15810515051456886        
