#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|PS|PS_z                7001.880373858718     All      0.4655900664872971         -0.028707451489395908      0.4000485360405913         -0.14315663470330034      
Zeropoint     AB|PS|PS_r                5030.146491259797     All      -0.21087655410644768       0.5733857991426561         0.13995212208636507        0.26170547035014197       
Zeropoint     AB|PS|PS_i                6092.5968134488585    All      1.4085851224914894         -0.04065217515574204       -0.48528686064366533       -0.49372039008319657      
Zeropoint     AB|PS|PS_g                3960.9569956352893    All      -0.6674807978338324        0.4954354945555295         -0.05374267506541208       0.37640180648384386       
Check         All|All|All               All                   All      0.9958178370385062         0.9994616670530476         0.0009711224178790001      0.001230252047488889      
Lambda        AB|PS|PS_z                7001.880373858718     All      -0.00025422890162977253    -1.7582255839298638e-05    -0.00045405168199756456    5.6821356793748386e-05    
Lambda        AB|PS|PS_r                5030.146491259797     All      -0.00021537333456197365    -1.992493848956636e-06     -0.0011975131853352128     1.6065646358987904e-05    
Lambda        AB|PS|PS_i                6092.5968134488585    All      -5.6773328937997154e-05    -9.787039516744977e-05     -0.0008145795970620234     -4.973761271236151e-05    
Lambda        AB|PS|PS_g                3960.9569956352893    All      -0.0006259038966346062     0.0004514480237945354      -9.350868123196872e-05     0.0003467561013356228     
MWEBV         All|All|All               All                   All      -0.5172093304049126        -3.1171265574093           0.026069953486146574       -0.8457151932823405       
Redshift      All|All|All               All                   All      6.285150091042193          -0.3098531340823385        2.2757362845419546         -2.0466538612841316       
