#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3473.6919599999396    All      -0.6606101749104254        0.2854515579735928         0.44084110143924254       0.327836144554135          
Zeropoint     VEGAHST|UVOT|UVOT_b       4354.180847115801     All      -0.507489061651278         0.22801988706646625        -1.4521640198526282       0.17477605146512515        
Zeropoint     VEGAHST|UVOT|UVOT_v       5409.667000006997     All      2.1633961853488066         0.48748381300969257        1.0217853428575359        -0.5003022085888051        
Check         All|All|All               All                   All      0.9952969487871031         1.0009552580497516         0.010462424444150242      0.002309987430455074       
Lambda        VEGAHST|UVOT|UVOT_u       3473.6919599999396    All      -0.0004817075653483151     8.026378685526569e-05      -0.0003173222712426128    0.00016889192216395534     
Lambda        VEGAHST|UVOT|UVOT_b       4354.180847115801     All      -0.00035731060484699834    -0.00015128133804511297    -0.0021615805570438023    -2.9350902121536017e-05    
Lambda        VEGAHST|UVOT|UVOT_v       5409.667000006997     All      0.0008065243870629235      -2.145527139941038e-05     -0.0010622958449145869    -0.00031710559909303986    
MWEBV         All|All|All               All                   All      -1.4593173858071524        -3.852365065584795         0.44613174808341427       -0.759585547325803         
Redshift      All|All|All               All                   All      -0.12534896739446327       -0.09948656440648129       -0.2797302454600169       -0.0040588405993616725     
