#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     VEGAHST|UVOT|UVOT_u       3473.6919599999396    All      -0.527029703092938        0.23835946504138228        0.41632039307863966       0.26789089966973745       
Zeropoint     VEGAHST|UVOT|UVOT_b       4354.180847115801     All      -0.8277454080915526       0.3604505924409196         -1.2977289146228754       0.32912284665444247       
Zeropoint     VEGAHST|UVOT|UVOT_v       5409.667000006997     All      2.3466904442360974        0.40328127212041487        0.8925557836849007        -0.593201638355326        
Check         All|All|All               All                   All      0.9919153330516063        1.0020913296027167         0.01114726214066497       0.003812107968853895      
Lambda        VEGAHST|UVOT|UVOT_u       3473.6919599999396    All      -0.0003394983130808792    0.00013084427744638523     0.00015219323327815912    0.0001599977405493069     
Lambda        VEGAHST|UVOT|UVOT_b       4354.180847115801     All      -0.0004304019337239321    -0.00012547276012985707    -0.0022146325775554087    4.965832146527685e-07     
Lambda        VEGAHST|UVOT|UVOT_v       5409.667000006997     All      0.000466851316007471      -0.00016764560422119788    -0.002132984203992798     -0.0003018618098292125    
MWEBV         All|All|All               All                   All      -1.3740902023648496       -3.8980273083028427        0.34646572532650577       -0.8066681764066          
Redshift      All|All|All               All                   All      -1.378518669317507        -0.14596948237008966       -2.4329076982451348       0.29291232322079286       
