#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     VEGAHST|UVOT|UVOT_b       4283.616379325759     All      -0.2716202000446658        0.4597589861280227         -0.3988015960776803       0.22043757899350042       
Zeropoint     VEGAHST|UVOT|UVOT_u       3417.3968190697437    All      -0.6940511677627165        0.1401215853512383         -0.15617063220823013      0.26474833110795676       
Zeropoint     VEGAHST|UVOT|UVOT_v       5321.997175031835     All      1.963329607069031          0.3947383877243915         0.5228928161907787        -0.48760746043208564      
Check         All|All|All               All                   All      0.9976582392616488         0.9946189592036525         -0.032079412095131765     -0.0024215503306284636    
Lambda        VEGAHST|UVOT|UVOT_b       4283.616379325759     All      -0.00041292495146807355    -1.7483796859700067e-05    -0.0019706747575266347    4.086603023688094e-05     
Lambda        VEGAHST|UVOT|UVOT_u       3417.3968190697437    All      4.074655369801466e-06      -7.915685545619564e-05     -0.0009337093382068501    -6.877840070369238e-05    
Lambda        VEGAHST|UVOT|UVOT_v       5321.997175031835     All      0.000900190498396175       9.341394018408008e-05      -0.0018807550662691156    -0.0003467231277820729    
MWEBV         All|All|All               All                   All      -1.59721506914404          -3.8463592068604058        0.0904932315803908        -0.7285819429934371       
Redshift      All|All|All               All                   All      -1.0125432884262249        -0.05874963416099277       2.593043555665764         0.4263975965444436        
