#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     VEGAHST|UVOT|UVOT_u       3435.4747266251634    All      -0.7113301903588768        0.18580142694464286       0.1365367000800255         0.29831828834347984       
Zeropoint     VEGAHST|UVOT|UVOT_b       4306.276557528129     All      -0.21250145662342196       0.44213921703217807       -0.5743136725590903        0.1876090229690569        
Zeropoint     VEGAHST|UVOT|UVOT_v       5350.150350689854     All      1.9146076222356718         0.37133850918777966       0.4391414593871712         -0.48309665573675886      
Check         All|All|All               All                   All      0.9907759752533731         0.9992791531646006        0.0013644869081064215      0.002830655575777885      
Lambda        VEGAHST|UVOT|UVOT_u       3435.4747266251634    All      -0.00042157342620448475    6.316405219456088e-05     -0.0004999773124086723     0.0001355832529638624     
Lambda        VEGAHST|UVOT|UVOT_b       4306.276557528129     All      -0.000321456921739741      3.4695955032486605e-05    -0.0021582183196376162     1.9699337779112107e-05    
Lambda        VEGAHST|UVOT|UVOT_v       5350.150350689854     All      0.0011452307676076267      0.0001728793178900034     -0.00029623492936328537    -0.0003299464609252096    
MWEBV         All|All|All               All                   All      -1.5756837172065765        -3.867506343208049        0.13804852090739672        -0.7403615565593352       
Redshift      All|All|All               All                   All      -0.14473096912785344       -0.605504136698265        -1.0634131269835256        -0.1975442234420699       
