#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3435.4747266251634    All      -0.6633353231933293       0.1680657134315311         0.12842702023327401       0.27654577797941987        
Zeropoint     VEGAHST|UVOT|UVOT_b       4306.276557528129     All      -0.41993031299208716      0.46238743987405684        -0.6859333408551399       0.25678986487589245        
Zeropoint     VEGAHST|UVOT|UVOT_v       5350.150350689854     All      2.070999283464654         0.36990996983288227        0.5615088504924832        -0.5290431925453751        
Check         All|All|All               All                   All      0.9877336472792376        1.0003631231384702         0.004002529870617333      0.00429245030993719        
Lambda        VEGAHST|UVOT|UVOT_u       3435.4747266251634    All      -0.000151727849609548     -4.6730059282728894e-05    -0.0008811398620296657    -5.119990479232942e-06     
Lambda        VEGAHST|UVOT|UVOT_b       4306.276557528129     All      -0.0003524802926126062    -5.7603972081920184e-05    -0.0021965058219679265    -1.9690479084429786e-06    
Lambda        VEGAHST|UVOT|UVOT_v       5350.150350689854     All      0.0008393820726346052     0.00013798975784890782     0.00017820490359857777    -0.00022051408566537206    
MWEBV         All|All|All               All                   All      -1.5229110585417645       -3.8701714553110556        0.25770058314656635       -0.7530799403512091        
Redshift      All|All|All               All                   All      -0.4398871739787622       -0.05188914868003991       -4.017829142805645        -0.052913539825944995      
