#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_g                3726.458252943419     All      -0.35577738110701373       0.7116643100024689         3.3669812246585993        0.4979537846539775         
Zeropoint     AB|PS|PS_i                5731.8995642596865    All      0.6469424157830483         -0.021062586790066007      -3.1229232997375123       -0.35695292984923577       
Zeropoint     AB|PS|PS_r                4732.349007203255     All      -0.4746375439714579        -0.04642935055780839       -4.431443813376689        -0.058273488279790564      
Zeropoint     AB|PS|PS_z                6587.351221949708     All      1.1913578477394333         0.36712703545216385        4.36169447963648          -0.07383669986223834       
Check         All|All|All               All                   All      1.0078853384440103         1.0112994081067583         0.1743085911808775        0.00889066666271282        
Lambda        AB|PS|PS_g                3726.458252943419     All      -0.0005821922700165474     0.0008535155096416797      0.0030218400313073413     0.0006025080990056459      
Lambda        AB|PS|PS_i                5731.8995642596865    All      -0.00025815623057158575    -5.3833286651310664e-05    0.0005676521754928517     9.188641432012893e-05      
Lambda        AB|PS|PS_r                4732.349007203255     All      -8.00093308353194e-05      -2.5892611696107184e-05    -0.0007266262170914264    -1.4798394984466842e-05    
Lambda        AB|PS|PS_z                6587.351221949708     All      -0.0009067169291317471     -0.00033333558952691934    -0.0039949297791985255    8.493797998250734e-06      
MWEBV         All|All|All               All                   All      -0.4593084005152068        -2.7958313086763553        0.35930653696640835       -0.7450481799989417        
Redshift      All|All|All               All                   All      4.148373211989819          0.027679558670534732       -6.730416211104218        -1.6425930534985547        
