#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3479.117608645636    All      -0.6227880491906961        0.1861713833064993         0.10028134307888958       0.2679797969052128         
Zeropoint     VEGAHST|UVOT|UVOT_b       4360.981753957372    All      -0.7179844327169519        0.5303612570166205         -0.5280271695017325       0.3830638330657443         
Zeropoint     VEGAHST|UVOT|UVOT_v       5418.116497766222    All      2.334583905499758          0.2835416159904458         0.4340240916488103        -0.648723449170497         
Check         All|All|All               All                  All      0.9938114235921104         1.0000742563135656         0.0062782652259674165     0.0023201808004601476      
Lambda        VEGAHST|UVOT|UVOT_u       3479.117608645636    All      -0.00045730285470062465    1.6250613239450814e-06     -0.0011496460922465407    9.818449556573083e-05      
Lambda        VEGAHST|UVOT|UVOT_b       4360.981753957372    All      -0.00014632902665195097    -0.00012520627746639317    -0.0016969825577985767    -6.884816326802841e-05     
Lambda        VEGAHST|UVOT|UVOT_v       5418.116497766222    All      0.0006371338845071778      0.0001375332189822952      0.0010115461820198585     -0.00011759571289516676    
MWEBV         All|All|All               All                  All      -1.386454968893195         -3.9577630656382645        0.21139558523171065       -0.8281260265694871        
Redshift      All|All|All               All                  All      -0.5868547928579473        -0.0530617154348878        -7.293691903807908        -0.1516100043643727        
