#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     VEGAHST|UVOT|UVOT_v       5389.42697357898      All      2.2373719747967016         0.43119889380673904        1.4335486437761924        -0.5243573018868484       
Zeropoint     VEGAHST|UVOT|UVOT_u       3460.6952973452703    All      -0.5828244243281133        0.21720412467081118        0.6238662253266221        0.28843590288881815       
Zeropoint     VEGAHST|UVOT|UVOT_b       4337.889874784626     All      -0.6613560125988981        0.3531512216298438         -2.0313666830211665       0.23980781715141436       
Check         All|All|All               All                   All      0.9931915378696904         1.001554240107394          0.026048186081647717      0.0038864181533841413     
Lambda        VEGAHST|UVOT|UVOT_v       5389.42697357898      All      0.0004156130765207731      8.303258194130703e-05      0.0003495488327374834     -9.273364967245305e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3460.6952973452703    All      -0.00012866445576653181    -9.121624368337624e-05     -0.0007257668228179974    -2.018952529085019e-05    
Lambda        VEGAHST|UVOT|UVOT_b       4337.889874784626     All      -0.00043447445366793613    -0.00019449321777987975    -0.0031712089291386454    -6.33467059947681e-05     
MWEBV         All|All|All               All                   All      -1.4429265141151482        -3.86261425573613          0.6811442333898727        -0.7577755640542571       
Redshift      All|All|All               All                   All      -0.5978827910432988        -0.15520518541087824       -8.21193863910166         -0.22226644557801536      
