#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5392.777311285116    All      2.224167007288634          0.33797670205073516        0.2211303154834074         -0.6045262058686228        
Zeropoint     VEGAHST|UVOT|UVOT_u       3462.846638851702    All      -0.5707266487464617        0.16691615758546163        0.06600939410935044        0.24322022583873107        
Zeropoint     VEGAHST|UVOT|UVOT_b       4340.586524369786    All      -0.6671024655363742        0.49671552063381696        -0.28392646138243227       0.3664234726256671         
Check         All|All|All               All                  All      0.9863378930057981         1.0016083802700138         0.0032132482103255366      0.005117492595775319       
Lambda        VEGAHST|UVOT|UVOT_v       5392.777311285116    All      0.0004944603305647598      7.696726286603287e-05      -0.00018560574705892276    -0.00014427395929830599    
Lambda        VEGAHST|UVOT|UVOT_u       3462.846638851702    All      2.712039561733379e-06      -9.318420701491161e-05     0.0006152551069256985      -3.780552745219638e-06     
Lambda        VEGAHST|UVOT|UVOT_b       4340.586524369786    All      -0.00040938619157892533    -0.00012781084609402181    -0.003218413505384092      -5.1904659528572336e-05    
MWEBV         All|All|All               All                  All      -1.4521922419894966        -3.9119518846558954        -0.018446006137816186      -0.8020477998395048        
Redshift      All|All|All               All                  All      -1.0063400286128954        0.11110501222493241        -3.5042915524854306        0.2076081752922879         
