#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5392.777311285116    All      2.009414865908412          0.35976234038535004        0.24954025482430975        -0.5262102640430397        
Zeropoint     VEGAHST|UVOT|UVOT_u       3462.846638851702    All      -0.668247073316798         0.18569707149511672        0.2689766254164505         0.29016089332051087        
Zeropoint     VEGAHST|UVOT|UVOT_b       4340.586524369786    All      -0.35178152919313693       0.4546034937160215         -0.5072966597329032        0.24002781124617287        
Check         All|All|All               All                  All      0.9893862633984775         1.0000629055964882         0.011220220507857093       0.003978440523644017       
Lambda        VEGAHST|UVOT|UVOT_v       5392.777311285116    All      0.0003819520724358531      7.831692685962873e-05      -0.00023177455569362221    -0.00010924699013232921    
Lambda        VEGAHST|UVOT|UVOT_u       3462.846638851702    All      -0.00016959224181667328    -0.00013007940398797408    0.0002979730165644263      2.6167798403265666e-05     
Lambda        VEGAHST|UVOT|UVOT_b       4340.586524369786    All      -0.0004360574247483375     -0.00013976587385415028    -0.003355492793704668      -5.32283263333395e-05      
MWEBV         All|All|All               All                  All      -1.5522287265820922        -3.8966368847782373        0.012272279874214753       -0.7631032103756932        
Redshift      All|All|All               All                  All      -0.2102440325275955        0.060641155529239654       -2.571968068246283         -0.026538904655669597      
