#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_z                6456.191479937633     All      1.0445214956081132         0.0749356631516207         1.4492313389858673        -0.2511534654773383       
Zeropoint     AB|PS|PS_g                3652.2613129888246    All      -0.5921104974754557        0.39449549217795976        -0.6381595793273757       0.29289189813862054       
Zeropoint     AB|PS|PS_i                5617.77258928037      All      0.622018939122236          0.2050275264725343         -3.29215802802736         -0.2827417141659447       
Zeropoint     AB|PS|PS_r                4638.123930388212     All      -0.08206357570371381       0.3234507699712452         2.4469175018089957        0.24128405323217966       
Check         All|All|All               All                   All      0.9923663615511795         0.99790945177336           -0.034168766559872665     0.0002807717275172261     
Lambda        AB|PS|PS_z                6456.191479937633     All      -0.0001473958551918006     -2.3389703302887048e-05    -0.0016950275074500375    -3.52484093263002e-05     
Lambda        AB|PS|PS_g                3652.2613129888246    All      -0.0007637672696848218     0.0005104393680376016      -0.0008194828612357693    0.000378481265711115      
Lambda        AB|PS|PS_i                5617.77258928037      All      1.3700261513401694e-05     1.2289164614147023e-05     0.00047646370826982907    2.080274629762603e-05     
Lambda        AB|PS|PS_r                4638.123930388212     All      -3.0847512524732396e-05    -8.606787119427324e-05     -0.0009450235431232689    -6.015914790795723e-05    
MWEBV         All|All|All               All                   All      -0.48610113397835697       -2.7327494979235922        -0.15252831172804535      -0.7386139226879406       
Redshift      All|All|All               All                   All      4.4294474548605764         0.08178546286252697        0.40236661495655857       -1.3982207706022807       
