#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_b       4250.428749513119     All      0.021361947171811835       0.3256730564951127         -1.7297237782489303       0.02193451195543889        
Zeropoint     VEGAHST|UVOT|UVOT_u       3390.9202883744265    All      -0.8259996837848582        0.19322125329424011        0.5657836135602213        0.3572421147025566         
Zeropoint     VEGAHST|UVOT|UVOT_v       5280.764614394209     All      1.8002148602834356         0.4802090766232503         1.173157663181358         -0.37761667224897044       
Check         All|All|All               All                   All      0.995577123670389          0.9991033864126031         0.009217498492648968      0.001559954409025066       
Lambda        VEGAHST|UVOT|UVOT_b       4250.428749513119     All      -0.000260980624011803      -3.6913781529570474e-05    -0.0025216201755255967    -3.9542384874519294e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3390.9202883744265    All      -0.00045361577889898035    7.94656855657932e-06       2.3764734006690052e-05    0.00015140655244771212     
Lambda        VEGAHST|UVOT|UVOT_v       5280.764614394209     All      0.0008464937095408866      0.0002204803446548981      0.000845533611525202      -0.0001661808664843765     
MWEBV         All|All|All               All                   All      -1.6740976354129833        -3.7714860163306163        0.5817425800912105        -0.6572278981905985        
Redshift      All|All|All               All                   All      -0.37487441665496213       -0.5743231312097308        -4.580951023343155        -0.26939381262305573       
