#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3400.825605672502    All      -0.8302596145836916        0.14611196910978563        -0.06201798228586974      0.31526876876883164        
Zeropoint     VEGAHST|UVOT|UVOT_b       4262.844802335456    All      0.04321731486433866        0.46612990669334664        -0.06443312707890521      0.1348811900388267         
Zeropoint     VEGAHST|UVOT|UVOT_v       5296.190411709869    All      1.7775878783780252         0.38685800831581574        0.12985033104619237       -0.44721184843937495       
Check         All|All|All               All                  All      0.9905455786586722         0.999099884118948          0.0033992216814174303     0.0029381103682833976      
Lambda        VEGAHST|UVOT|UVOT_u       3400.825605672502    All      -0.00035878190972170635    -4.9923653056091764e-05    -0.000783649701600601     6.563460832128086e-05      
Lambda        VEGAHST|UVOT|UVOT_b       4262.844802335456    All      -0.0001555661933971059     9.368432446406947e-06      -0.0016733516960770797    -2.094936694431501e-05     
Lambda        VEGAHST|UVOT|UVOT_v       5296.190411709869    All      0.0007633932509358597      0.00015305821491538483     0.00037732030358347753    -0.00018196812847867701    
MWEBV         All|All|All               All                  All      -1.6829319939330358        -3.8301338848329536        0.03427564314457159       -0.6978847321788636        
Redshift      All|All|All               All                  All      -1.4738273467483174        -0.6082973893093424        -4.774979529753247        0.06884617650253427        
