#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_u       3407.461362951863    All      -0.6382117019381013        0.15365553402677534        0.22273565159294656       0.2678768795547591         
Zeropoint     VEGAHST|UVOT|UVOT_b       4271.162548291232    All      -0.38374498392968814       0.43524672232369           -1.1551386752900892       0.2152240090353863         
Zeropoint     VEGAHST|UVOT|UVOT_v       5306.524441781498    All      2.0118441475233806         0.4105850686483947         0.9354900484760189        -0.4798361375354304        
Check         All|All|All               All                  All      0.9898874616555912         0.9994873249988601         0.003087024778876346      0.003264751054714965       
Lambda        VEGAHST|UVOT|UVOT_u       3407.461362951863    All      -0.00021310628310131048    -1.4079072777304798e-08    0.0006260602037163731     9.734933287872192e-05      
Lambda        VEGAHST|UVOT|UVOT_b       4271.162548291232    All      -0.0004868029028655834     -2.407800944891818e-06     -0.0028712954789077236    2.9650690980564632e-05     
Lambda        VEGAHST|UVOT|UVOT_v       5306.524441781498    All      0.0011644996458447675      0.00019760344536429        0.000702500662747484      -0.00028360052432705937    
MWEBV         All|All|All               All                  All      -1.551781920458374         -3.823652459872484         0.23136007686670942       -0.7296984393756908        
Redshift      All|All|All               All                  All      -1.0173636976346918        -0.6483657318975489        -4.494760497726411        -0.08038574021217437       
