#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_i                5469.059673926933     All      0.7361713193918418         0.17245645285086653        -2.4652304823886473       -0.29363239173557654       
Zeropoint     AB|PS|PS_g                3555.5791460168944    All      -0.9925503514985068        0.22026676486852637        -2.0736376193614126       0.30251751221971324        
Zeropoint     AB|PS|PS_z                6285.284053230185     All      0.5201883324798875         0.05864465557650078        -0.39841278321178786      -0.16811929257439795       
Zeropoint     AB|PS|PS_r                4515.344141691403     All      0.7344898069905015         0.5458897291557463         4.9561233449824105        0.15973577212633067        
Check         All|All|All               All                   All      0.998299107363724          0.99725760245164           0.018842460020563223      0.0005016000360694162      
Lambda        AB|PS|PS_i                5469.059673926933     All      -0.00014368582951404036    -4.1990950566466885e-05    -0.002145858305033582     -6.26344328475659e-05      
Lambda        AB|PS|PS_g                3555.5791460168944    All      -0.0013196980936340105     0.0002932797810623434      -0.002875145027824688     0.0003970954416561472      
Lambda        AB|PS|PS_z                6285.284053230185     All      -6.973075506680189e-06     -3.119373920494692e-06     -0.0007827831333158335    -3.3676738657356256e-05    
Lambda        AB|PS|PS_r                4515.344141691403     All      -0.0003635844366755883     -0.00024199919565098222    -0.0023163053260933184    -6.376175526064447e-05     
MWEBV         All|All|All               All                   All      -0.5769218763159509        -2.6347934953308894        -0.4357298661585962       -0.6897611109702495        
Redshift      All|All|All               All                   All      5.739984922693361          0.5298324468366644         10.97040800673259         -1.2075591462326811        
