#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5389.544458815882     All      2.212050668528533          0.33424674969539936        0.48833085094339285       -0.5898705512227651        
Zeropoint     VEGAHST|UVOT|UVOT_b       4337.984437346117     All      -0.6287436116562868        0.4983002639636247         -0.5919646196374859       0.3406986067523049         
Zeropoint     VEGAHST|UVOT|UVOT_u       3460.7707377601505    All      -0.5968032394202811        0.16877178913081714        0.10819246436830393       0.25420110624415504        
Check         All|All|All               All                   All      0.9865038174519649         1.0013188027898412         0.004558695674210855      0.005029161773694835       
Lambda        VEGAHST|UVOT|UVOT_v       5389.544458815882     All      0.0006870868881114773      8.540651387507273e-05      -1.757757052027387e-05    -0.00019677149882660656    
Lambda        VEGAHST|UVOT|UVOT_b       4337.984437346117     All      -0.0003891142514732995     -0.00013194625742438872    -0.002684077350581139     -3.600996839762386e-05     
Lambda        VEGAHST|UVOT|UVOT_u       3460.7707377601505    All      -0.00019579491190644375    -4.5128121805132345e-05    -0.0005089942098298427    2.6363056467303904e-05     
MWEBV         All|All|All               All                   All      -1.4471426516056831        -3.9138690248432084        0.18067031143001858       -0.7954314464402649        
Redshift      All|All|All               All                   All      -0.6719062954898021        0.22233244305955857        -2.073045307767407        0.19877248579323317        
