#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5382.983818774214    All      2.1619468242745725         0.36391994401099304        0.5840028548448348        -0.5596151430455496        
Zeropoint     VEGAHST|UVOT|UVOT_u       3456.557975206528    All      -0.6326067491666385        0.1857665112205531         0.18085406725825412       0.2746417809777109         
Zeropoint     VEGAHST|UVOT|UVOT_b       4332.70385108929     All      -0.5404992471076326        0.4512472801615708         -0.7576430308795121       0.289234342683619          
Check         All|All|All               All                  All      0.9888408280003015         1.000933735393117          0.0072138912235768515     0.004260980615780285       
Lambda        VEGAHST|UVOT|UVOT_v       5382.983818774214    All      0.0007926524946458196      8.606656277576586e-05      -0.000551344141344871     -0.00025476224079293194    
Lambda        VEGAHST|UVOT|UVOT_u       3456.557975206528    All      -0.0002391037711351771     -1.6561636607232078e-05    -0.0001374653586132604    6.635484703515581e-05      
Lambda        VEGAHST|UVOT|UVOT_b       4332.70385108929     All      -0.00047915290457606157    -0.00012610884527449503    -0.0030573823754564307    -2.14388684481969e-05      
MWEBV         All|All|All               All                  All      -1.473537114360843         -3.8954639998056706        0.19438949407446737       -0.7802265552953178        
Redshift      All|All|All               All                  All      -0.36391252392817286       0.16027455227973775        -0.9683462288891926       0.12753213122152807        
