#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_z                6294.389201793462     All      0.8091279563756438         0.0015585652223037982      -0.13111152170735246      -0.26890282398281673       
Zeropoint     AB|PS|PS_g                3560.729919805127     All      -0.6240271961908032        0.2646593767934746         -0.20456155336918525      0.28034581113117246        
Zeropoint     AB|PS|PS_i                5476.9824027027225    All      1.017530029507868          0.29420787365239676        0.2290533498786539        -0.22538822375312564       
Zeropoint     AB|PS|PS_r                4521.885274737458     All      -0.20804048103527223       0.4384617120601675         0.10971325605460074       0.21548303230453422        
Check         All|All|All               All                   All      0.9945903086574365         0.9988875277283427         0.0030935308567169167     0.0015377956997643105      
Lambda        AB|PS|PS_z                6294.389201793462     All      5.586090572826807e-05      -9.973262483345193e-05     -0.001583953822202479     -0.00012136651602718554    
Lambda        AB|PS|PS_g                3560.729919805127     All      -0.000999599640441327      0.00039372768184281546     -0.0005100322214579314    0.000431092152424888       
Lambda        AB|PS|PS_i                5476.9824027027225    All      -0.00012099947316571272    -6.586801944123961e-05     -0.0021390503256173295    -7.749786348048894e-05     
Lambda        AB|PS|PS_r                4521.885274737458     All      -0.00021176357600615148    -0.00016448150860111165    -0.0013132715124854206    -4.320395107669799e-05     
MWEBV         All|All|All               All                   All      -0.4745568540912948        -2.6380274348131394        -0.02501681895356072      -0.7058299299408738        
Redshift      All|All|All               All                   All      4.116364361353634          0.17986024060849815        2.555267873429362         -1.1682190299952162        
