#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5372.806528170489    All      1.588281809288554          0.25350035899770473       -1.4358880053504608       -0.4988593182488152        
Zeropoint     VEGAHST|UVOT|UVOT_u       3450.022864534338    All      -0.6207742891139219        0.19445600555826337       0.3882510114190496        0.28287318672201794        
Zeropoint     VEGAHST|UVOT|UVOT_b       4324.51226298928     All      -0.01705977742764464       0.5551992575299813        1.2212491811004256        0.24090233640663986        
Check         All|All|All               All                  All      0.9504477427469876         1.0031556220859494        0.1736121871690144        0.024916204879842613       
Lambda        VEGAHST|UVOT|UVOT_v       5372.806528170489    All      0.0007815055931555666      0.00010119185365387285    -4.057648460701131e-05    -0.00022341130875988741    
Lambda        VEGAHST|UVOT|UVOT_u       3450.022864534338    All      0.0017224505071779942      0.00025936464263022116    0.006835088197917424      -0.0001715566063299954     
Lambda        VEGAHST|UVOT|UVOT_b       4324.51226298928     All      -0.00018201361813388308    -0.0001540832238562859    -0.002219135085455741     -8.993195844620176e-05     
MWEBV         All|All|All               All                  All      -1.6288362709648765        -3.9134403572537835       -0.19014888681976316      -0.7526561836427409        
Redshift      All|All|All               All                  All      -4.605787203939949         -0.8023829882086275       -18.085612034977583       0.431816080436284          
