#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_z                6357.475844609009     All      0.8864521608453428         0.07239478363025853        0.5536904644655049        -0.24045660703039418      
Zeropoint     AB|PS|PS_i                5531.876439513774     All      0.8738509390212646         0.19417871811988618        -0.6675568850889085       -0.2511816007031137       
Zeropoint     AB|PS|PS_g                3596.4179729921416    All      -0.682939505695387         0.329288246755155          -0.12470077121342613      0.3241510575877207        
Zeropoint     AB|PS|PS_r                4567.206679568757     All      -0.0818336244784601        0.40239367991699027        0.24007182832995813       0.16844206673506665       
Check         All|All|All               All                   All      0.9955299696927604         0.99825542842229           0.0015046364931283196     0.0009549165892795142     
Lambda        AB|PS|PS_z                6357.475844609009     All      0.00015111644288195395     -1.8684831109920627e-05    -0.0003396958064825529    -7.046892491204702e-05    
Lambda        AB|PS|PS_i                5531.876439513774     All      3.698259911919468e-05      -2.3521242615947983e-05    -0.0006679288064190407    -4.951468671483754e-05    
Lambda        AB|PS|PS_g                3596.4179729921416    All      -0.0013842300105800748     0.0005409917103055713      -0.0010651064121684614    0.0005795772450874811     
Lambda        AB|PS|PS_r                4567.206679568757     All      -0.00020516695458879132    -0.00020824745457107845    -0.0017126630809877576    -7.74317075171368e-05     
MWEBV         All|All|All               All                   All      -0.45783865069907126       -2.68115964632738          0.02440366610821951       -0.7231197698278446       
Redshift      All|All|All               All                   All      5.0844765389345685         0.04886044403580314        2.123851134092742         -1.5454881073381304       
