object_id,mean,std,covariance,mean_blue,std_blue,covariance_blue
SN-SDSS10106,"{'amplitude': 99.39716813946929, 'color': 0.19131637042460686, 's1': 0.4052788166235452, 's2': -0.8288462231187991, 's3': -2.0999396011678355, 't0': 53694.75451103072}","{'amplitude': 0.2573281755606773, 'color': 0.03182456713849426, 's1': 0.7988164477234386, 's2': 1.0797003481282177, 's3': 1.1762980206286529, 't0': 0.4690417760560667}","[[ 2.20000188e-01  4.02417449e-02  4.78028381e-03 -1.16370189e-01
  -4.11767200e-02  3.16881785e-01]
 [ 4.02417449e-02  6.62177899e-02 -3.48153314e-03 -9.27609022e-02
  -5.47702574e-02  1.42643877e-01]
 [ 4.78028381e-03 -3.48153314e-03  1.01280307e-03 -1.06615091e-02
   1.08666505e-02  1.34351393e-02]
 [-1.16370189e-01 -9.27609022e-02 -1.06615091e-02  6.38107717e-01
   2.28383228e-02 -4.43825067e-01]
 [-4.11767200e-02 -5.47702574e-02  1.08666505e-02  2.28383228e-02
   1.16575284e+00  4.11489125e-01]
 [ 3.16881785e-01  1.42643877e-01  1.34351393e-02 -4.43825067e-01
   4.11489125e-01  1.38367703e+00]]","{'amplitude': 99.24321725892517, 'color': 0.20501131141395126, 's1': 0.14030032007525417, 's2': -0.05580179380537728, 's3': -2.0767602073859486, 't0': 53694.6496794013}","{'amplitude': 0.2815599715573698, 'color': 0.03198087083472912, 's1': 0.8571322424375349, 's2': 1.1373724752088676, 's3': 1.4108511595826472, 't0': 0.5534292085182247}","[[ 3.06283889e-01  5.61924958e-02  8.62905465e-03 -3.02389440e-01
   1.97759981e-01  5.47550103e-01]
 [ 5.61924958e-02  7.92760176e-02 -3.68179601e-03 -2.29861084e-02
  -1.13747911e-01  8.65205614e-02]
 [ 8.62905465e-03 -3.68179601e-03  1.02277610e-03 -1.77110760e-02
   1.83738579e-02  2.57725924e-02]
 [-3.02389440e-01 -2.29861084e-02 -1.77110760e-02  7.34675681e-01
  -4.85340228e-01 -8.97543731e-01]
 [ 1.97759981e-01 -1.13747911e-01  1.83738579e-02 -4.85340228e-01
   1.29361615e+00  1.04158455e+00]
 [ 5.47550103e-01  8.65205614e-02  2.57725924e-02 -8.97543731e-01
   1.04158455e+00  1.99050099e+00]]"
SN-SDSS13411,"{'amplitude': 99.53956562703713, 'color': 0.042163499566307105, 's1': -1.7475372192847527, 's2': -1.0144864504813833, 's3': -0.32641272172015995, 't0': 53987.393335068096}","{'amplitude': 0.17085485382658477, 'color': 0.022149249149264937, 's1': 0.549142536301395, 's2': 1.2247390299086254, 's3': 0.804072051792709, 't0': 0.3662102726973714}","[[ 1.34109964e-01  1.09580181e-02  1.83346831e-03 -5.54057448e-02
   2.75171831e-01  6.16803475e-02]
 [ 1.09580181e-02  2.91913811e-02 -3.02999173e-03  6.77564148e-03
  -1.15774166e-02  4.69080391e-02]
 [ 1.83346831e-03 -3.02999173e-03  4.90589238e-04 -2.60871894e-03
   1.10675733e-02 -4.15056295e-03]
 [-5.54057448e-02  6.77564148e-03 -2.60871894e-03  3.01557525e-01
  -4.78338623e-01  2.01636647e-01]
 [ 2.75171831e-01 -1.15774166e-02  1.10675733e-02 -4.78338623e-01
   1.49998569e+00 -3.92731431e-01]
 [ 6.16803475e-02  4.69080391e-02 -4.15056295e-03  2.01636647e-01
  -3.92731431e-01  6.46531864e-01]]","{'amplitude': 99.54224074497472, 'color': 0.042377932600167215, 's1': -1.9143849633443755, 's2': -0.6039026256444828, 's3': -0.7704870696306919, 't0': 53987.44960949209}","{'amplitude': 0.18710066606484738, 'color': 0.024539897119188876, 's1': 0.3933048481404443, 's2': 1.056396339245599, 's3': 0.8786400174310688, 't0': 0.3861147310168682}","[[ 1.49084586e-01  5.75234053e-03  2.41347622e-03 -7.50780166e-03
   2.55849663e-01  2.86575935e-02]
 [ 5.75234053e-03  3.50066592e-02 -3.84679442e-03  1.75604311e-02
  -8.68889371e-03  3.30261276e-02]
 [ 2.41347622e-03 -3.84679442e-03  6.02206551e-04 -2.16417916e-03
   9.30540354e-03 -2.05295732e-03]
 [-7.50780166e-03  1.75604311e-02 -2.16417916e-03  1.54688704e-01
  -1.91088053e-01  2.10709528e-01]
 [ 2.55849663e-01 -8.68889371e-03  9.30540354e-03 -1.91088053e-01
   1.11597323e+00 -4.20189329e-01]
 [ 2.86575935e-02  3.30261276e-02 -2.05295732e-03  2.10709528e-01
  -4.20189329e-01  7.72008280e-01]]"
SN2005eg,"{'amplitude': 100.93399008361824, 'color': -0.047423335347464034, 's1': -1.314869377566004, 's2': -1.1058787779014496, 's3': 0.24556110766459432, 't0': 53625.649771200624}","{'amplitude': 0.1850247493594531, 'color': 0.021242255875544108, 's1': 0.39137887590079845, 's2': 0.7908662644768953, 's3': 0.6613499293910661, 't0': 0.33393993531800437}","[[ 1.11515880e-01  1.03073741e-02 -4.99582328e-04 -2.25519343e-02
  -3.47811755e-02 -8.18581578e-03]
 [ 1.03073741e-02  3.42341579e-02 -3.63727567e-03 -4.12244465e-03
  -8.89112161e-03  2.66399769e-03]
 [-4.99582328e-04 -3.63727567e-03  4.51233435e-04  1.45394232e-03
  -8.87962431e-04 -1.80800322e-03]
 [-2.25519343e-02 -4.12244465e-03  1.45394232e-03  1.53177425e-01
  -3.95012253e-02  2.44117055e-02]
 [-3.47811755e-02 -8.89112161e-03 -8.87962431e-04 -3.95012253e-02
   6.25469448e-01  1.53593199e-01]
 [-8.18581578e-03  2.66399769e-03 -1.80800322e-03  2.44117055e-02
   1.53593199e-01  4.37383729e-01]]","{'amplitude': 100.86292137845476, 'color': -0.03764617966877479, 's1': -1.2121903597635213, 's2': -0.5693635390260693, 's3': -0.4416552978887893, 't0': 53625.74562457648}","{'amplitude': 0.19215934380231475, 'color': 0.02253279829629197, 's1': 0.3603910196901434, 's2': 0.8615497718004503, 's3': 0.8542664105025782, 't0': 0.4005432831242079}","[[ 1.60434922e-01 -5.43242813e-03  5.28192982e-04 -1.63485505e-02
   1.40262692e-01 -4.28790344e-02]
 [-5.43242813e-03  3.69252134e-02 -3.94671025e-03 -3.64931351e-03
  -1.38518263e-02  4.35080455e-02]
 [ 5.28192982e-04 -3.94671025e-03  5.07726999e-04  8.13999128e-04
   4.74910373e-04 -2.09400792e-03]
 [-1.63485505e-02 -3.64931351e-03  8.13999128e-04  1.29881687e-01
  -3.93526626e-02  1.22484476e-02]
 [ 1.40262692e-01 -1.38518263e-02  4.74910373e-04 -3.93526626e-02
   7.42268009e-01 -1.36694425e-01]
 [-4.28790344e-02  4.35080455e-02 -2.09400792e-03  1.22484476e-02
  -1.36694425e-01  7.29771100e-01]]"
SN2005ey,"{'amplitude': 100.0649430016692, 'color': -0.2154681415996732, 's1': -0.8853286663468878, 's2': -1.6903813921426427, 's3': 0.7581532480106694, 't0': 53630.79671579128}","{'amplitude': 0.09284337785860888, 'color': 0.011286650181543798, 's1': 0.2469264778766248, 's2': 0.34956023576536593, 's3': 0.2783406926757385, 't0': 0.1341927128497251}","[[ 1.80076842e-02 -2.97738510e-04  2.17782806e-04  1.03842992e-02
   1.37675660e-02  1.79815948e-03]
 [-2.97738510e-04  8.61989281e-03 -9.95086675e-04 -2.28364097e-03
   4.99976714e-03  5.74820876e-03]
 [ 2.17782806e-04 -9.95086675e-04  1.27388472e-04  1.19077304e-04
  -5.48264575e-04 -1.13574864e-03]
 [ 1.03842992e-02 -2.28364097e-03  1.19077304e-04  6.09726855e-02
   3.58895753e-02  3.50092095e-02]
 [ 1.37675660e-02  4.99976714e-03 -5.48264575e-04  3.58895753e-02
   1.22192358e-01  6.21227633e-02]
 [ 1.79815948e-03  5.74820876e-03 -1.13574864e-03  3.50092095e-02
   6.21227633e-02  7.74735412e-02]]","{'amplitude': 100.05604173877775, 'color': -0.21077129343961615, 's1': -0.9128142126610872, 's2': -1.3432771695226053, 's3': 0.6449754617794089, 't0': 53630.79703044533}","{'amplitude': 0.09863223733520796, 'color': 0.012280293643002845, 's1': 0.3013360814559002, 's2': 0.49479625298136864, 's3': 0.3408231730968564, 't0': 0.1385810735270007}","[[ 1.92047139e-02  3.83307309e-05  2.67918674e-04 -1.47817179e-03
   1.61543903e-02 -1.47620487e-03]
 [ 3.83307309e-05  9.72831824e-03 -1.12582749e-03 -5.81212567e-03
   1.32831573e-03  2.95628013e-03]
 [ 2.67918674e-04 -1.12582749e-03  1.50805612e-04  6.14943053e-04
   7.33407823e-04 -9.75168440e-04]
 [-1.47817179e-03 -5.81212567e-03  6.14943053e-04  9.08034340e-02
   5.03626668e-02  4.52593853e-02]
 [ 1.61543903e-02  1.32831573e-03  7.33407823e-04  5.03626668e-02
   2.44823332e-01  2.76609359e-02]
 [-1.47620487e-03  2.95628013e-03 -9.75168440e-04  4.52593853e-02
   2.76609359e-02  1.16160435e-01]]"
SN2005ez,"{'amplitude': 98.42759620404674, 'color': 0.126164735469651, 's1': 1.5527927233334062, 's2': 0.6150740282084758, 's3': -0.9641157207629891, 't0': 53627.27950089219}","{'amplitude': 0.40615772089299357, 'color': 0.035779395769776186, 's1': 0.2553757418322123, 's2': 1.1221887404958863, 's3': 0.8850585694053691, 't0': 0.3178230242532179}","[[ 1.01011475e-01  4.94117622e-02  1.58361625e-03 -6.46229438e-03
  -2.24505878e-01  1.37657004e-01]
 [ 4.94117622e-02  1.64964094e-01 -9.07675992e-03 -5.65777733e-02
  -2.94187491e-01  2.21239938e-01]
 [ 1.58361625e-03 -9.07675992e-03  1.28016516e-03  6.58304197e-04
   7.15513769e-03 -5.59118238e-03]
 [-6.46229438e-03 -5.65777733e-02  6.58304197e-04  6.52167695e-02
   2.46736854e-02 -3.98672670e-02]
 [-2.24505878e-01 -2.94187491e-01  7.15513769e-03  2.46736854e-02
   1.25930757e+00 -7.89492996e-01]
 [ 1.37657004e-01  2.21239938e-01 -5.59118238e-03 -3.98672670e-02
  -7.89492996e-01  7.83328671e-01]]","{'amplitude': 98.24309329587292, 'color': 0.09833916781113893, 's1': 1.5485480696158742, 's2': 1.6876410363687275, 's3': -2.088537584488957, 't0': 53627.03179185791}","{'amplitude': 0.30678677110386676, 'color': 0.02921468237224667, 's1': 0.17276536985413607, 's2': 0.5856256362876046, 's3': 0.40995455410175885, 't0': 0.3362889573090718}","[[ 0.11309026 -0.01901046  0.0031549   0.01056305  0.00349483  0.05257539]
 [-0.01901046  0.09411812 -0.00410056 -0.00734053 -0.11424114  0.0451242 ]
 [ 0.0031549  -0.00410056  0.0008535  -0.00110194 -0.00169838  0.0037272 ]
 [ 0.01056305 -0.00734053 -0.00110194  0.02984787 -0.02534586 -0.01813905]
 [ 0.00349483 -0.11424114 -0.00169838 -0.02534586  0.34295739 -0.05377183]
 [ 0.05257539  0.0451242   0.0037272  -0.01813905 -0.05377183  0.16806274]]"
SN2005fa,"{'amplitude': 98.84499917754225, 'color': 0.032002940657616406, 's1': -0.3616964074493048, 's2': 1.2841519025022285, 's3': 2.842601014362181, 't0': 53637.39621537503}","{'amplitude': 0.17538061573067487, 'color': 0.022888153975769425, 's1': 0.4335148236356569, 's2': 0.5652527136540366, 's3': 0.6523975838328768, 't0': 0.3198231479636396}","[[ 1.02286846e-01  4.29749171e-03 -2.18090601e-04 -7.20828810e-02
   1.53895441e-02 -1.22868027e-03]
 [ 4.29749171e-03  3.07583604e-02 -3.18028789e-03 -2.17832944e-02
  -2.20285632e-02  1.52986733e-02]
 [-2.18090601e-04 -3.18028789e-03  5.23867592e-04  2.00301088e-03
  -4.42982974e-03 -8.72223034e-03]
 [-7.20828810e-02 -2.17832944e-02  2.00301088e-03  1.87935102e-01
  -2.85790512e-02 -5.31005421e-02]
 [ 1.53895441e-02 -2.20285632e-02 -4.42982974e-03 -2.85790512e-02
   3.19510630e-01  2.70807659e-01]
 [-1.22868027e-03  1.52986733e-02 -8.72223034e-03 -5.31005421e-02
   2.70807659e-01  4.25622607e-01]]","{'amplitude': 98.8617531387456, 'color': 0.02344658734772029, 's1': -0.5754223296494572, 's2': 1.624088543423501, 's3': 3.1624609310319722, 't0': 53637.31574654138}","{'amplitude': 0.18145204123171269, 'color': 0.0192390516676526, 's1': 0.50668766626955, 's2': 0.28906336679593825, 's3': 0.2599748305473483, 't0': 0.3720297827139975}","[[ 0.13840616  0.01878568 -0.00152013 -0.05636376 -0.01564257 -0.00752206]
 [ 0.01878568  0.03292484 -0.00315668 -0.03571415 -0.02250587  0.00889062]
 [-0.00152013 -0.00315668  0.00037014  0.00091877  0.00071509 -0.00181816]
 [-0.05636376 -0.03571415  0.00091877  0.25673239  0.05168894  0.04200534]
 [-0.01564257 -0.02250587  0.00071509  0.05168894  0.08355763  0.03336306]
 [-0.00752206  0.00889062 -0.00181816  0.04200534  0.03336306  0.06758691]]"
SN2005fb,"{'amplitude': 100.02941638375756, 'color': 0.03316398104866962, 's1': -0.9752575266069392, 's2': -0.3599875613071131, 's3': -0.6089568722703288, 't0': 53634.57712034089}","{'amplitude': 0.17134910740424844, 'color': 0.018897834923778143, 's1': 0.44578562432022006, 's2': 0.7946444631414734, 's3': 0.986624577016325, 't0': 0.18034499748970723}","[[ 3.25243181e-02 -8.50911183e-04  2.85256563e-05 -2.65395472e-02
   2.65557451e-02 -1.29253575e-02]
 [-8.50911183e-04  2.93605166e-02 -2.99940675e-03  1.31829788e-02
  -4.84167490e-02  4.80434520e-02]
 [ 2.85256563e-05 -2.99940675e-03  3.57128165e-04 -1.67607902e-03
   4.81198538e-03 -2.90901040e-03]
 [-2.65395472e-02  1.31829788e-02 -1.67607902e-03  1.98724823e-01
  -7.71840345e-02  2.22890332e-02]
 [ 2.65557451e-02 -4.84167490e-02  4.81198538e-03 -7.71840345e-02
   6.31459823e-01 -2.01726667e-02]
 [-1.29253575e-02  4.80434520e-02 -2.90901040e-03  2.22890332e-02
  -2.01726667e-02  9.73428056e-01]]","{'amplitude': 99.98187417432379, 'color': 0.02973552581428682, 's1': -1.0662208977388417, 's2': 0.5020295852137688, 's3': -0.7321827482546946, 't0': 53634.67740355146}","{'amplitude': 0.20085717272997755, 'color': 0.020180409781503462, 's1': 0.4055008301289817, 's2': 0.6661037983046949, 's3': 1.1202969495814818, 't0': 0.27087607855750323}","[[ 7.33738499e-02 -8.51522527e-03  4.84316642e-04 -6.11607766e-02
   6.67646345e-02 -6.91737151e-02]
 [-8.51522527e-03  4.03436038e-02 -3.48927523e-03  1.86662959e-02
  -3.13169766e-02  6.04322721e-02]
 [ 4.84316642e-04 -3.48927523e-03  4.07248939e-04 -8.22242465e-04
   1.26908027e-03 -2.83554358e-03]
 [-6.11607766e-02  1.86662959e-02 -8.22242465e-04  1.64430923e-01
  -8.60356734e-02  5.99168246e-02]
 [ 6.67646345e-02 -3.13169766e-02  1.26908027e-03 -8.60356734e-02
   4.43694270e-01  3.94955512e-01]
 [-6.91737151e-02  6.04322721e-02 -2.83554358e-03  5.99168246e-02
   3.94955512e-01  1.25506526e+00]]"
SN2005ff,"{'amplitude': 96.4493515705134, 'color': 0.10187606005987616, 's1': 0.3195919948765269, 's2': -0.5448979613100204, 's3': -0.4146658306326448, 't0': 53636.05530811762}","{'amplitude': 0.06272047616175964, 'color': 0.00787661721365129, 's1': 0.06075761834217405, 's2': 0.3230614222202172, 's3': 0.21039159906163812, 't0': 0.06525993881968198}","[[ 4.25885961e-03 -2.79833187e-04 -2.72903900e-05  1.01158852e-03
   1.04889450e-02  2.95001645e-03]
 [-2.79833187e-04  3.93385813e-03 -4.49985615e-04 -1.11636180e-03
  -7.47314633e-03 -3.70026220e-03]
 [-2.72903900e-05 -4.49985615e-04  6.20410987e-05 -5.13136671e-06
   4.69362526e-04  3.41140936e-04]
 [ 1.01158852e-03 -1.11636180e-03 -5.13136671e-06  3.69148819e-03
   1.19276418e-02  2.70147328e-03]
 [ 1.04889450e-02 -7.47314633e-03  4.69362526e-04  1.19276418e-02
   1.04368683e-01  2.98969371e-02]
 [ 2.95001645e-03 -3.70026220e-03  3.41140936e-04  2.70147328e-03
   2.98969371e-02  4.42646250e-02]]","{'amplitude': 96.39265984845916, 'color': 0.1047765430300029, 's1': 0.3207231673532524, 's2': -0.2860908359938028, 's3': -0.6830818787417612, 't0': 53636.118440840655}","{'amplitude': 0.08887816775874473, 'color': 0.009394144605472757, 's1': 0.07618724882239476, 's2': 0.42698260513588293, 's3': 0.4274278209206844, 't0': 0.07547681449167762}","[[ 5.69674953e-03 -1.05265112e-03 -6.24243635e-05  2.22371048e-03
   1.68437733e-02 -1.31653694e-02]
 [-1.05265112e-03  7.89932870e-03 -6.95412983e-04 -2.03138592e-03
  -2.20537040e-02  1.76290879e-02]
 [-6.24243635e-05 -6.95412983e-04  8.82499529e-05  3.57760159e-05
   9.19154550e-04 -4.00207330e-04]
 [ 2.22371048e-03 -2.03138592e-03  3.57760159e-05  5.80449688e-03
   1.62505671e-02 -1.47755845e-02]
 [ 1.68437733e-02 -2.20537040e-02  9.19154550e-04  1.62505671e-02
   1.82314145e-01 -1.08198089e-01]
 [-1.31653694e-02  1.76290879e-02 -4.00207330e-04 -1.47755845e-02
  -1.08198089e-01  1.82694542e-01]]"
SN2005fh,"{'amplitude': 98.0483060383989, 'color': -0.126833017917883, 's1': -0.4739187496746904, 's2': -1.903515436401311, 's3': 1.1707020152737815, 't0': 53633.65893130219}","{'amplitude': 0.07179928409283451, 'color': 0.011362600224351618, 's1': 0.1489513758810555, 's2': 0.791116036528245, 's3': 0.605934242781914, 't0': 0.09729656054052291}","[[ 9.46662069e-03  5.69860862e-04 -3.52393712e-04  5.02606787e-03
  -1.85650921e-02  1.69144814e-02]
 [ 5.69860862e-04  5.15513720e-03 -6.17171238e-04 -6.50816100e-04
  -1.19368663e-02  6.89129317e-03]
 [-3.52393712e-04 -6.17171238e-04  1.29108684e-04 -9.14091942e-04
   6.20483324e-03 -4.76755001e-03]
 [ 5.02606787e-03 -6.50816100e-04 -9.14091942e-04  2.21865124e-02
  -7.71829735e-02  6.47502540e-02]
 [-1.85650921e-02 -1.19368663e-02  6.20483324e-03 -7.71829735e-02
   6.25864583e-01 -4.45477493e-01]
 [ 1.69144814e-02  6.89129317e-03 -4.76755001e-03  6.47502540e-02
  -4.45477493e-01  3.67156307e-01]]","{'amplitude': 98.0000879060836, 'color': -0.1154290999604264, 's1': -0.5308991775724862, 's2': -1.404771746469622, 's3': 0.9245513261140641, 't0': 53633.705806339865}","{'amplitude': 0.12184074398130965, 'color': 0.02316338497559421, 's1': 0.1479361894699247, 's2': 1.1082711658086357, 's3': 0.6649725489227148, 't0': 0.08663989213773272}","[[ 7.50647091e-03 -5.73024082e-04  9.06484965e-05 -1.89757329e-04
   8.79852366e-03 -2.05643320e-03]
 [-5.73024082e-04  1.48451669e-02 -2.68331219e-03  9.39041512e-03
  -1.10074891e-01  5.88219131e-02]
 [ 9.06484965e-05 -2.68331219e-03  5.36542404e-04 -2.43249303e-03
   2.35788836e-02 -1.34845313e-02]
 [-1.89757329e-04  9.39041512e-03 -2.43249303e-03  2.18851162e-02
  -1.17174991e-01  8.23345943e-02]
 [ 8.79852366e-03 -1.10074891e-01  2.35788836e-02 -1.17174991e-01
   1.22826498e+00 -6.47878003e-01]
 [-2.05643320e-03  5.88219131e-02 -1.34845313e-02  8.23345943e-02
  -6.47878003e-01  4.42188491e-01]]"
SN2005fj,"{'amplitude': 99.16070076306805, 'color': 0.02960293754709972, 's1': -1.9065879809980997, 's2': 0.9498965491222847, 's3': -0.19635824978311442, 't0': 53624.46564588194}","{'amplitude': 0.1429882498876467, 'color': 0.017100228682366214, 's1': 0.25841420307263024, 's2': 0.4995298766684315, 's3': 0.7118427747824178, 't0': 0.6420553093327539}","[[ 4.12235020e-01  5.85927691e-04 -4.94828316e-06  9.22202484e-02
   1.76256827e-01 -2.38770099e-01]
 [ 5.85927691e-04  2.04456396e-02 -1.97583254e-03  7.68132812e-04
  -1.23446352e-02 -3.53441666e-02]
 [-4.94828316e-06 -1.97583254e-03  2.92417821e-04  9.02547742e-04
  -2.16621449e-03  3.13865473e-03]
 [ 9.22202484e-02  7.68132812e-04  9.02547742e-04  6.67779003e-02
   5.63144563e-03 -5.73174510e-02]
 [ 1.76256827e-01 -1.23446352e-02 -2.16621449e-03  5.63144563e-03
   2.49530098e-01 -1.02118501e-01]
 [-2.38770099e-01 -3.53441666e-02  3.13865473e-03 -5.73174510e-02
  -1.02118501e-01  5.06720136e-01]]","{'amplitude': 99.22419822954089, 'color': 0.032106168272733215, 's1': -1.7625303540413482, 's2': 0.38152970247534396, 's3': -0.25131079316970106, 't0': 53624.56779511317}","{'amplitude': 0.14231792721362752, 'color': 0.018543511096587084, 's1': 0.3013849444560206, 's2': 0.5516937173137018, 's3': 0.7413549550170642, 't0': 0.5672129904284227}","[[ 3.21730577e-01  1.31845016e-03  2.92496749e-03  9.51401744e-02
  -3.29099661e-02 -1.86344194e-01]
 [ 1.31845016e-03  2.02543924e-02 -2.26652854e-03 -1.10420051e-03
  -1.44423621e-02 -1.96240479e-02]
 [ 2.92496749e-03 -2.26652854e-03  3.43861804e-04  1.60038232e-03
  -4.34037263e-04  5.40020971e-04]
 [ 9.51401744e-02 -1.10420051e-03  1.60038232e-03  9.08328847e-02
  -4.15288501e-02 -2.25819405e-02]
 [-3.29099661e-02 -1.44423621e-02 -4.34037263e-04 -4.15288501e-02
   3.04365958e-01 -1.36961112e-01]
 [-1.86344194e-01 -1.96240479e-02  5.40020971e-04 -2.25819405e-02
  -1.36961112e-01  5.49607169e-01]]"
