#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     VEGAHST|UVOT|UVOT_v       5286.286987985542     All      1.8549074830491161         0.4583309778173117        1.0754434461572446        -0.40691881208738173       
Zeropoint     VEGAHST|UVOT|UVOT_b       4254.87364664301      All      -0.04239990909813157       0.369624956364234         -1.3592271279632038       0.07355398987993701        
Zeropoint     VEGAHST|UVOT|UVOT_u       3394.4663522530914    All      -0.8204950422840503        0.17077503216036405       0.2870489383162819        0.33569895081229484        
Check         All|All|All               All                   All      0.992012531666934          0.9987309663419097        0.003265256510322778      0.0023341286048501053      
Lambda        VEGAHST|UVOT|UVOT_v       5286.286987985542     All      0.0008970260223848934      0.00022545011024909512    0.0007401596333938827     -0.00018572444376574473    
Lambda        VEGAHST|UVOT|UVOT_b       4254.87364664301      All      -0.00016368574145586773    1.598326269146198e-05     -0.0015902057209405812    -1.2439472189423438e-05    
Lambda        VEGAHST|UVOT|UVOT_u       3394.4663522530914    All      -0.0006922761253136141     -0.0001376153070656962    -0.002253045117252977     8.012822058119219e-05      
MWEBV         All|All|All               All                   All      -1.629498147742066         -3.7804480430030374       0.6264514022385215        -0.6726794961414639        
Redshift      All|All|All               All                   All      -0.21596902538823237       -0.419234952165759        -2.629788862388268        -0.1835657983468141        
