#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_z                6116.2962640738      All      0.14503496229551932        -0.1011630251728235        -0.7057035958018882        -0.11168709449289951       
Zeropoint     AB|PS|PS_i                5322.017106680306    All      3.247758089002971          0.1529167231261397         1.3203181989830681         -0.9491719129042838        
Zeropoint     AB|PS|PS_r                4393.943419413382    All      -2.390080318565692         0.9471843297717442         -0.6215265513574645        1.059321013290379          
Check         All|All|All               All                  All      1.0027127327327987         0.9989380277250604         -0.006911948176284599      -0.0015379941068043301     
Lambda        AB|PS|PS_z                6116.2962640738      All      2.3125526399785726e-05     -1.8287937848689133e-05    -0.00013322071965045712    -1.943475662559853e-05     
Lambda        AB|PS|PS_i                5322.017106680306    All      0.0009558000087020309      5.503889549633021e-05      0.0007544739170341289      -0.00025973882298763033    
Lambda        AB|PS|PS_r                4393.943419413382    All      -0.00015003136316134544    -0.00013296460433077605    -0.0018354036975347402     -7.634643248589253e-05     
MWEBV         All|All|All               All                  All      -0.2021118884689348        -2.597380380642278         0.03654073108355395        -0.7785871048908458        
Redshift      All|All|All               All                  All      -3.2844599264640535        1.0331762563975389         -3.194380936224847         1.2638456008465109         
